"nta2020","ntaname","n_tracts","boroname","n_boroughs","pop_total","households","pop_65plus","pop_disabled","pov_below","pov_universe","dis_universe","med_hh_income_hhwtd","inc_tracts_used","poverty_rate","pct_65plus","disability_rate","events_311_raw","events_311","events_per_100k","ntatype","cdta2020","is_residential","restrooms","subway_riders","n_stations","jobs","hotels","area_sqmi","pop_density","jobs_density","l_sub","l_jobs","l_hotel","l_rest","l_dens","inc10k","pov","old","boro","pred","resid_ratio"
"BK1801","Flatlands",27,"Brooklyn",1,61589,21884,12618,7759,7118,61357,61505,87957,26,0.116009583258634,0.204874247024631,0.126152345337777,22,10,16.2366656383445,0,"BK18",TRUE,5,0,0,20072,2,1.94907816960138,31599.0404903031,10298.2016386264,0,3.04794514500093,1.09861228866811,1.79175946922805,10.3609136809129,8.7957,11.6009583258634,20.4874247024631,"Brooklyn",13.2828115232526,0.752852660936596
"BK1802","Marine Park-Mill Basin-Bergen Beach",19,"Brooklyn",1,42837,15127,9681,5058,2949,42758,42735,114035,19,0.0689695495579775,0.225996218222565,0.118357318357318,13,6,14.0065830940542,0,"BK18",TRUE,7,0,0,10302,0,2.11172185290619,20285.3420023319,4878.48339771747,0,2.42497970120765,0,2.07944154167984,9.91770313082626,11.4035,6.89695495579775,22.5996218222565,"Brooklyn",7.44674609481742,0.805721038907949
"BK1803","Canarsie",34,"Brooklyn",1,76746,26760,15681,8662,10322,75852,76052,83139,33,0.136080788904709,0.204323352357126,0.113895755535686,35,13,16.9389935631824,0,"BK18",TRUE,16,3132900,1,10596,0,2.53004131309803,30333.892020927,4188.07390422617,8.05003351430223,2.45066021105941,0,2.83321334405622,10.320053880816,8.3139,13.6080788904709,20.4323352357126,"Brooklyn",20.383841406728,0.637760063994079
"BX0101","Mott Haven-Port Morris",15,"Bronx",1,56600,22081,7214,13140,23756,56451,56532,29645,14,0.420825140387239,0.127455830388693,0.232434727234133,22,10,17.6678445229682,0,"BX01",TRUE,10,7593989,6,20895,10,1.46977773335874,38509.2240244092,14216.4352648415,8.93524396670756,3.08625830025336,2.39789527279837,2.39789527279837,10.5586790440969,2.9645,42.0825140387239,12.7455830388693,"Bronx",15.9837194976398,0.625636604888906
"BX0102","Melrose",8,"Bronx",1,41043,15978,5240,8885,17401,40900,41024,31028,8,0.425452322738386,0.127670979216919,0.216580538221529,24,16,38.9835051044027,0,"BX01",TRUE,5,6771434,3,20580,4,0.619539281925913,66247.6152802013,33218.2326454339,8.8206158286183,3.07176695982999,1.6094379124341,1.79175946922805,11.1011698421991,3.1028,42.5452322738386,12.7670979216919,"Bronx",10.2939739948492,1.55430740431305
"BX0201","Hunts Point",6,"Bronx",1,14219,5245,2046,3462,3950,13816,13942,40045,4,0.285900405327157,0.143891975525705,0.248314445560178,10,5,35.1642168928898,0,"BX02",TRUE,3,0,0,20741,0,1.61549885409558,8801.61565200266,12838.758719895,0,3.07919987879525,0,1.38629436111989,9.08280418948339,4.0045,28.5900405327157,14.3891975525705,"Bronx",2.14791651125483,2.32783721983633
"BX0202","Longwood",9,"Bronx",1,40143,14677,4954,10335,13311,39663,39958,37218,9,0.335602450646698,0.123408813491767,0.258646578907853,13,8,19.9287547019406,0,"BX02",TRUE,7,6589033,6,6579,2,0.552069692246209,72713.6456933,11916.9736944479,8.79331363507127,2.02538126482989,1.09861228866811,2.07944154167984,11.1942980970606,3.7218,33.5602450646698,12.3408813491767,"Bronx",9.38799505106368,0.852152132216302
"BX0301","Morrisania",7,"Bronx",1,37248,14072,2977,8276,14552,36940,37031,33969,7,0.393936112615051,0.0799237542955326,0.223488428613864,20,5,13.4235395189003,0,"BX03",TRUE,4,0,0,7626,2,0.495411626546376,75185.9625492927,15393.2600515707,0,2.15478089822565,1.09861228866811,1.6094379124341,11.2277331245524,3.3969,39.3936112615051,7.99237542955326,"Bronx",5.83011170093508,0.8576165014468
"BX0302","Claremont Village-Claremont (East)",6,"Bronx",1,24213,8503,2983,4635,11380,23889,23993,33253,6,0.476369877349408,0.123198281914674,0.19318134455883,4,0,0,0,"BX03",TRUE,3,0,0,5903,2,0.358641059331616,67513.1844778864,16459.3535692795,0,1.93195609972134,1.09861228866811,1.38629436111989,11.1200929951973,3.3253,47.6369877349408,12.3198281914674,"Bronx",2.77169322171645,0
"BX0303","Crotona Park East",7,"Bronx",1,29480,11668,3773,7033,9099,29461,29480,38302,7,0.308848986796103,0.127985074626866,0.238568521031208,19,5,16.9606512890095,0,"BX03",TRUE,2,2312025,2,4509,3,0.572981658213577,51450.1635042067,7869.36184669159,7.74631147064687,1.70638311849058,1.38629436111989,1.09861228866811,10.8483883552768,3.8302,30.8848986796103,12.7985074626866,"Bronx",6.57680299895781,0.760247798328811
"BX0401","Concourse-Concourse Village",14,"Bronx",1,67780,27203,9451,13517,22119,66220,67110,44135,14,0.334022953790396,0.139436411920921,0.201415586350767,39,16,23.6057834169372,0,"BX04",TRUE,12,9490682,3,15291,3,0.950663587823022,71297.566108757,16084.5541954707,9.15817111509812,2.79061280808403,1.38629436111989,2.56494935746154,11.1746314955235,4.4135,33.4022953790396,13.9436411920921,"Bronx",17.7907752173161,0.899342485336271
"BX0402","Highbridge",5,"Bronx",1,30812,12162,3370,5182,8830,30207,30729,44594,5,0.292316350514781,0.109372971569518,0.168635490904357,14,6,19.4729326236531,0,"BX04",TRUE,3,0,0,3296,5,0.468067886339864,65828.0580642686,7041.71359794331,0,1.45768435720656,1.79175946922805,1.38629436111989,11.0948166317505,4.4594,29.2316350514781,10.9372971569518,"Bronx",4.92798695251661,1.21753569110729
"BX0403","Mount Eden-Claremont (West)",12,"Bronx",1,48394,17422,5965,9647,14759,48222,48394,43308,12,0.306063622413006,0.123259081704344,0.199342893747159,16,6,12.3982311856842,0,"BX04",TRUE,4,3585273,3,4045,0,0.488100017317988,99147.7121142411,8287.23592805111,8.18486878065946,1.61839765380557,0,1.6094379124341,11.5043761445972,4.3308,30.6063622413006,12.3259081704344,"Bronx",9.40809465746239,0.637748685408992
"BX0501","University Heights (South)-Morris Heights",13,"Bronx",1,53624,19333,5709,11951,20618,53392,53613,34394,12,0.386162721006892,0.106463523795316,0.222912353347136,19,4,7.45934656124123,0,"BX05",TRUE,4,2662300,2,4631,1,0.704394836963724,76127.7584474425,6574.43774000646,7.88732123436933,1.72828704627248,0.693147180559945,1.6094379124341,11.2401813758452,3.4394,38.6162721006892,10.6463523795316,"Bronx",10.7213181736681,0.373088451924141
"BX0502","Mount Hope",10,"Bronx",1,47120,17264,4714,9477,14762,46002,46951,40825,9,0.320899091343855,0.100042444821732,0.201848735916168,19,7,14.8556876061121,0,"BX05",TRUE,1,2780634,2,7500,5,0.45489576560054,103584.169304794,16487.2935013997,7.93079380379985,2.14006616349627,1.79175946922805,0.693147180559945,11.5481494451315,4.0825,32.0899091343855,10.0042444821732,"Bronx",12.8100363589628,0.546446536437994
"BX0503","Fordham Heights",7,"Bronx",1,30863,10692,2315,4572,10638,30770,30863,38801,7,0.345726356841079,0.0750089103457214,0.148138547775654,12,6,19.4407543012669,0,"BX05",TRUE,1,3926458,3,5566,3,0.264686632298046,116602.035138848,21028.6403649297,8.27574767624701,1.8819048190794,1.38629436111989,0.693147180559945,11.6665305829101,3.8801,34.5726356841079,7.50089103457214,"Bronx",8.28311845224941,0.724364867481836
"BX0601","West Farms",5,"Bronx",1,18442,7156,2467,3851,7913,18255,18422,31965,5,0.433470282114489,0.133770740700575,0.209043534903919,4,1,5.42240537902614,0,"BX06",TRUE,2,3677535,3,2445,1,0.419724495981314,43938.3456924111,5825.24971358558,8.21026985407491,1.23692390446562,0.693147180559945,1.09861228866811,10.6905654548949,3.1965,43.3470282114489,13.3770740700575,"Bronx",2.96277228059973,0.337521721310818
"BX0602","Tremont",9,"Bronx",1,32428,12135,4061,8822,10213,32085,32187,36794,9,0.318310737104566,0.125231281608486,0.274085811041725,10,5,15.4187738990995,0,"BX06",TRUE,5,0,0,9707,4,0.56779726968584,57111.9336624184,17095.8905902645,0,2.37089773317613,1.6094379124341,1.79175946922805,10.9527858789689,3.6794,31.8310737104566,12.5231281608486,"Bronx",5.28519963714903,0.946038057835243
"BX0603","Belmont",7,"Bronx",1,35608,12802,4037,6061,13372,32050,35608,32264,7,0.417223088923557,0.113373399236127,0.170214558526174,25,6,16.850146034599,0,"BX06",TRUE,4,0,0,14168,7,0.588052315125776,60552.4357001875,24093.0945012429,0,2.71918794551267,2.07944154167984,1.6094379124341,11.0112814889105,3.2264,41.7223088923557,11.3373399236127,"Bronx",5.82855665020115,1.02941437479087
"BX0701","University Heights (North)-Fordham",9,"Bronx",1,42305,16160,5846,6976,11095,41260,41377,44865,9,0.268904507998061,0.138186975534807,0.168596079947797,26,9,21.2740810778868,0,"BX07",TRUE,5,2098918,1,10180,1,0.657054869414642,64385.7948084134,15493.3788240078,7.64965357533009,2.41412646772695,0.693147180559945,1.79175946922805,11.0726638415081,4.4865,26.8904507998061,13.8186975534807,"Bronx",9.81712362021586,0.916765475120105
"BX0702","Bedford Park",11,"Bronx",1,49148,20487,6441,6964,13974,49000,49061,46725,11,0.285183673469388,0.131053145601042,0.141945741016286,19,9,18.3120371123952,0,"BX07",TRUE,3,5413746,4,7479,1,0.88074246740772,55802.9183543934,8491.69907976944,8.5968812515944,2.13759251832187,0.693147180559945,1.38629436111989,10.9295993673089,4.6725,28.5183673469388,13.1053145601042,"Bronx",11.595700118638,0.776149771718753
"BX0703","Norwood",8,"Bronx",1,39556,15109,4033,5578,10863,38914,39028,51548,8,0.279154031967929,0.10195671958742,0.14292302961976,14,4,10.112245929821,0,"BX07",TRUE,6,4153430,3,19824,4,0.563917922469548,70144.95979623,35154.0520527977,8.33193051376342,3.03610616769226,1.6094379124341,1.94591014905531,11.1583334900906,5.1548,27.9154031967929,10.195671958742,"Bronx",13.1545075664847,0.304078277334477
"BX0801","Kingsbridge Heights-Van Cortlandt Village",6,"Bronx",1,33261,13295,5525,4682,7008,32504,32460,62573,6,0.215604233325129,0.166110459697544,0.144239063462723,12,4,12.0260966296864,0,"BX08",TRUE,5,0,0,3480,1,0.393495687441991,84526.9746568781,8843.80721583644,0,1.49962304642689,0.693147180559945,1.79175946922805,11.3448378195848,6.2573,21.5604233325129,16.6110459697544,"Bronx",4.27538285281765,0.935588726835033
"BX0802","Kingsbridge-Marble Hill",5,"Bronx",1,24004,9303,3430,4747,6744,23835,23844,50515,5,0.282945248584015,0.142892851191468,0.199085723871834,16,7,29.1618063656057,0,"BX08",TRUE,3,5229224,4,5880,0,0.441649348422613,54350.8104013564,13313.7295934001,8.56220938596971,1.92861865194525,0,1.38629436111989,10.9032332020471,5.0515,28.2945248584015,14.2892851191468,"Bronx",4.85640194989035,1.44139634079466
"BX0803","Riverdale-Spuyten Duyvil",14,"Bronx",1,47430,20096,13647,6548,2817,43481,45373,108322,13,0.0647869184241393,0.287729285262492,0.144314900932273,19,9,18.9753320683112,0,"BX08",TRUE,11,0,0,13384,2,2.25921221229949,20994.0437386908,5924.18893946106,0,2.66611647772926,1.09861228866811,2.484906649788,9.95204167640695,10.8322,6.47869184241393,28.7729285262492,"Bronx",6.28378049512598,1.4322588140978
"BX0901","Soundview-Bruckner-Bronx River",15,"Bronx",1,67869,24895,8431,8901,22245,67340,67678,42210,15,0.33033858033858,0.124224609173555,0.13151984396702,35,20,29.4685349717839,0,"BX09",TRUE,7,3669401,3,6444,2,1.15530281694314,58745.6370785774,5577.75840714247,8.20805619938488,2.00740833878,1.09861228866811,2.07944154167984,10.9809891891524,4.221,33.033858033858,12.4224609173555,"Bronx",15.4669049073416,1.29308353027416
"BX0902","Soundview-Clason Point",8,"Bronx",1,35612,13149,6482,6887,7764,35071,35382,60080,8,0.221379487325711,0.182017297540155,0.194646995647504,15,6,16.8482533977311,0,"BX09",TRUE,3,0,0,4654,0,1.08771101888002,32740.3137247507,4278.70998750393,0,1.7323632592714,0,1.38629436111989,10.3963929761052,6.008,22.1379487325711,18.2017297540155,"Bronx",4.13757896103225,1.45012338290291
"BX0903","Castle Hill-Unionport",9,"Bronx",1,35838,12870,6251,6442,8652,35624,35829,57830,9,0.242869975297552,0.174423795970757,0.179798487258924,17,8,22.3226742563759,0,"BX09",TRUE,5,2941711,1,11196,3,1.18009782785047,30368.6687274717,9487.34904494597,7.98708654429508,2.50110802912601,1.38629436111989,1.79175946922805,10.3211996500933,5.783,24.2869975297552,17.4423795970757,"Bronx",8.5999778649884,0.930234952414123
"BX0904","Parkchester",5,"Bronx",1,29460,12480,4529,3787,6190,29272,29445,61589,5,0.211464881115059,0.153733876442634,0.128612667685515,10,4,13.5777325186694,0,"BX09",TRUE,4,0,0,3992,0,0.329442700996851,89423.7447387902,12117.433435073,0,1.60783663106713,0,1.6094379124341,11.4011527096506,6.1589,21.1464881115059,15.3733876442634,"Bronx",3.72951384194982,1.07252584908192
"BX1001","Westchester Square",5,"Bronx",1,14680,5148,2063,1730,3493,14434,14436,57101,5,0.24199806013579,0.140531335149864,0.119839290662233,5,3,20.4359673024523,0,"BX10",TRUE,2,2746495,3,9775,0,0.5517474036421,26606.3780329493,17716.4404136294,7.91844486643991,2.37722863598981,0,1.09861228866811,10.1889438259697,5.7101,24.199806013579,14.0531335149864,"Bronx",3.32226643495234,0.902998016185007
"BX1002","Throgs Neck-Schuylerville",14,"Bronx",1,47903,17284,7487,7645,6675,46241,47685,82192,14,0.144352414523907,0.156295012838444,0.160322952710496,10,3,6.26265578356262,0,"BX10",TRUE,8,0,0,7050,0,2.38454451729781,20088.9518532806,2956.53947697699,0,2.08567209143047,0,2.19722457733622,9.90797506125462,8.2192,14.4352414523907,15.6295012838444,"Bronx",7.34618363394851,0.408375307436676
"BX1003","Pelham Bay-Country Club-City Island",6,"Bronx",1,28351,11597,5624,4543,3514,28111,28143,81525,6,0.125004446657892,0.198370427850869,0.161425576519916,14,7,24.6904871080385,0,"BX10",TRUE,6,2488759,3,4950,1,1.26656131345771,22384.2301977484,3908.21979749761,7.81994119762598,1.78339121955754,0.693147180559945,1.94591014905531,10.0161566541937,8.1525,12.5004446657892,19.8370427850869,"Bronx",6.14354456178959,1.13940737787388
"BX1004","Co-op City",7,"Bronx",1,36000,16716,9811,5511,3890,35313,35321,62754,7,0.110157732279897,0.272527777777778,0.156026160074743,0,0,0,0,"BX10",TRUE,3,0,0,8446,1,1.04215679208259,34543.7464626214,8104.34673953613,0,2.24559137147393,0.693147180559945,1.38629436111989,10.4500107615595,6.2754,11.0157732279897,27.2527777777778,"Bronx",4.11999876772184,0
"BX1101","Pelham Parkway-Van Nest",9,"Bronx",1,28955,10894,3259,4164,5921,28776,28872,65945,9,0.205761745899361,0.112553963046106,0.144222776392352,20,10,34.536349507857,0,"BX11",TRUE,3,1513558,1,10063,0,0.559155195987234,51783.4765871711,17996.7924329719,7.32287892620148,2.40360620705277,0,1.38629436111989,10.8548457035503,6.5945,20.5761745899361,11.2553963046106,"Bronx",7.38918285047568,1.35332961740908
"BX1102","Morris Park",10,"Bronx",1,23701,8815,4007,2659,2618,22859,23282,80967,10,0.11452819458419,0.16906459643053,0.114208401340091,8,6,25.3153875363909,0,"BX11",TRUE,2,578002,1,14810,0,0.998380641426659,23739.442670014,14834.0216000552,6.36130593179846,2.76064265122138,0,1.09861228866811,10.0749353145784,8.0967,11.452819458419,16.906459643053,"Bronx",5.69326684605737,1.05387647588573
"BX1103","Pelham Gardens",10,"Bronx",1,27832,9181,5734,2905,3679,26179,26209,89594,10,0.140532487871958,0.206021845357861,0.110839787859132,11,4,14.3719459614832,0,"BX11",TRUE,3,1510275,2,5233,1,1.07837706456444,25809.154250922,4852.66255371784,7.32070894438936,1.82985775782671,0.693147180559945,1.38629436111989,10.1585232690963,8.9594,14.0532487871958,20.6021845357861,"Bronx",5.60655282597937,0.713450871534643
"BX1104","Allerton",9,"Bronx",1,33067,14011,5481,5155,8667,32457,32538,44113,9,0.267030224604862,0.165754377476033,0.158430143217161,14,6,18.1449783772341,0,"BX11",TRUE,4,874285,1,4864,0,0.565100166654083,58515.2897685154,8607.32359857437,6.77454954760995,1.76883196458435,0,1.6094379124341,10.9770604520393,4.4113,26.7030224604862,16.5754377476033,"Bronx",5.53951724629283,1.08312687428049
"BX1201","Williamsbridge-Olinville",20,"Bronx",1,57663,21433,8320,8574,14755,56623,57306,57055,19,0.260583155254932,0.144286630941852,0.149617841063763,78,39,67.634358253993,0,"BX12",TRUE,6,3008483,4,5204,2,1.30001313749638,44355.7055977525,4003.03646932529,8.009523582193,1.82519424531429,1.09861228866811,1.94591014905531,10.7000191735521,5.7055,26.0583155254932,14.4286630941852,"Bronx",13.1155729517551,2.97356433786456
"BX1202","Eastchester-Edenwald-Baychester",12,"Bronx",1,51213,17506,8259,7884,10180,50176,50142,70558,11,0.202885841836735,0.161267646886533,0.157233456982171,20,8,15.6210337219065,0,"BX12",TRUE,6,1487111,2,6582,7,2.02291198221607,25316.4746910525,3253.72535130743,7.30526280938503,2.02577701709414,2.07944154167984,1.94591014905531,10.1392501355438,7.0558,20.2885841836735,16.1267646886533,"Bronx",13.40553984227,0.596768208824728
"BX1203","Wakefield-Woodlawn",16,"Bronx",1,49552,18594,8769,7874,8587,49001,49265,85993,16,0.175241321605682,0.176965611882467,0.159829493555262,79,31,62.5605424604456,0,"BX12",TRUE,7,2290926,3,8895,6,1.42213390294408,34843.4137583094,6254.68528778176,7.7371477911005,2.29202957905453,1.94591014905531,2.07944154167984,10.458648109461,8.5993,17.5241321605682,17.6965611882467,"Bronx",13.3780035361382,2.31723664269181
"MN0101","Financial District-Battery Park City",7,"Manhattan",1,48198,23144,3887,1730,2819,46415,48186,195573,7,0.0607346762899925,0.0806464998547658,0.0359025443074752,126,63,130.71081787626,0,"MN01",TRUE,10,50696316,9,230247,45,0.689664561244562,69886.1485836279,333853.604982252,10.8336282493219,5.44348640333541,3.8286413964891,2.39789527279837,11.1546370570072,19.5573,6.07346762899925,8.06464998547658,"Manhattan",113.831612673244,0.553449068501232
"MN0102","Tribeca-Civic Center",5,"Manhattan",1,22563,9638,3064,1476,1631,20861,22089,229813,5,0.0781841714203538,0.13579754465275,0.0668205894336548,100,58,257.05801533484,0,"MN01",TRUE,3,32268036,6,128636,14,0.487052853242001,46325.5678512352,264110.966897642,10.3818634116528,4.86473052312285,2.70805020110221,1.38629436111989,10.7434708951839,22.9813,7.81841714203538,13.579754465275,"Manhattan",33.7074468474785,1.72068802073447
"MN0201","SoHo-Little Italy-Hudson Square",6,"Manhattan",1,21220,11840,3795,1641,2217,20814,21220,147765,6,0.106514845776881,0.178840716305372,0.0773327049952875,66,26,122.525918944392,0,"MN02",TRUE,2,29060926,6,90802,25,0.463325065753489,45799.378381333,195979.036558991,10.277184211597,4.5196340838815,3.25809653802148,1.09861228866811,10.7320476316693,14.7765,10.6514845776881,17.8840716305372,"Manhattan",25.39332958778,1.02389093600833
"MN0202","Greenwich Village",7,"Manhattan",1,31628,15537,5561,2192,2303,26974,31603,175960,7,0.0853785126418032,0.175825218161123,0.069360503749644,102,45,142.278993297079,0,"MN02",TRUE,1,19732613,3,63174,24,0.380327589156709,83159.8887425652,166104.173878298,9.89007870440086,4.1615981442439,3.2188758248682,0.693147180559945,11.3285324290549,17.596,8.53785126418032,17.5825218161123,"Manhattan",36.4097317682589,1.23593330174516
"MN0203","West Village",7,"Manhattan",1,31913,18404,5375,2023,1987,31435,31848,183262,7,0.0632097979958645,0.168426659981826,0.063520472243155,100,60,188.01115532855,0,"MN02",TRUE,11,16063682,2,38988,12,0.517133834845608,61711.2976363802,75392.475550628,9.68437847676954,3.68857940910493,2.56494935746154,2.484906649788,11.0302385034267,18.3262,6.32097979958645,16.8426659981826,"Manhattan",33.6456700258986,1.78329038933733
"MN0301","Chinatown-Two Bridges",7,"Manhattan",1,38006,18246,9769,4945,13212,37707,37742,36726,6,0.350385869997613,0.257038362363837,0.131021143553601,48,27,71.0414145134979,0,"MN03",TRUE,5,3996884,1,14668,16,0.413990352108793,91804.0717770456,35430.7773726702,8.29352050013216,2.75162041580358,2.83321334405622,1.79175946922805,11.4274228231984,3.6726,35.0385869997613,25.7038362363837,"Manhattan",14.8716115681329,1.81553961897821
"MN0302","Lower East Side",10,"Manhattan",1,47185,22062,10510,7898,11449,46572,46986,68630,10,0.245834406939792,0.222740277630603,0.16809262333461,145,25,52.9829394934831,0,"MN03",TRUE,7,15515392,3,21100,21,0.590967194306275,79843.6875254802,35704.1815574363,9.64965229248408,3.09557760852371,3.09104245335832,2.07944154167984,11.2878386207534,6.863,24.5834406939792,22.2740277630603,"Manhattan",28.99055730933,0.862349755240968
"MN0303","East Village",14,"Manhattan",1,69437,33560,10217,9824,14024,64018,69269,96609,14,0.219063388422006,0.147140573469476,0.14182390391084,98,42,60.486484151101,0,"MN03",TRUE,5,12346627,2,24070,15,0.680818179787067,101990.519732768,35354.5200680865,9.42121917784478,3.2216719121702,2.77258872223978,1.79175946922805,11.5326449489353,9.6609,21.9063388422006,14.7140573469476,"Manhattan",57.1653950201976,0.734710220845332
"MN0401","Chelsea-Hudson Yards",13,"Manhattan",1,62960,35994,10042,6334,7353,61708,62896,130722,13,0.11915796979322,0.159498094027954,0.100705927244976,108,64,101.651842439644,0,"MN04",TRUE,8,42350211,6,150885,49,1.06432770432046,59154.7131061461,141765.547760814,10.6537522947127,5.02312365554862,3.91202300542815,2.19722457733622,10.9879284514904,13.0722,11.915796979322,15.9498094027954,"Manhattan",93.8359139512325,0.682041633156165
"MN0402","Hell's Kitchen",10,"Manhattan",1,54743,32736,9073,6477,6648,54362,54715,108939,10,0.122291306427284,0.165738085234642,0.118377044686101,95,56,102.296183986994,0,"MN04",TRUE,8,6156000,1,68439,47,0.65937484649671,83022.5785694619,103793.768239143,8.72534492491121,4.24044866932674,3.87120101090789,2.19722457733622,11.326879925586,10.8939,12.2291306427284,16.5738085234642,"Manhattan",62.2477222477148,0.899631311442176
"MN0501","Midtown South-Flatiron-Union Square",8,"Manhattan",1,29148,15619,3521,1900,3366,26388,29122,186086,8,0.127557980900409,0.120797310278578,0.065242771787652,104,42,144.092219020173,0,"MN05",TRUE,6,101313532,9,273093,69,0.533711476147068,54613.7778606958,511686.580119082,11.525985135032,5.61346746485787,4.24849524204936,1.94591014905531,10.9080597819014,18.6086,12.7557980900409,12.0797310278578,"Manhattan",60.276591266484,0.696787909162235
"MN0502","Midtown-Times Square",14,"Manhattan",1,23035,13384,5013,2613,2571,22694,23006,155770,12,0.113289856349696,0.217625352724115,0.113579066330522,144,84,364.662470154113,0,"MN05",TRUE,14,137231962,11,647628,162,0.880701253950633,26155.2937465117,735354.919837893,11.8294352132324,6.47485936284583,5.09375020080676,2.70805020110221,10.1718451191775,15.577,11.3289856349696,21.7625352724115,"Manhattan",43.5518773566369,1.92873430718364
"MN0601","Stuyvesant Town-Peter Cooper Village",2,"Manhattan",1,22040,10527,4097,1543,1835,22040,22040,164234,2,0.0832577132486388,0.185889292196007,0.0700090744101633,8,4,18.1488203266788,0,"MN06",TRUE,0,0,0,2025,0,0.199995779822569,110202.325366832,10125.2136509907,0,1.1069110914828,0,0,11.6100823509883,16.4234,8.32577132486388,18.5889292196007,"Manhattan",6.03746494053838,0.662529727194292
"MN0602","Gramercy",4,"Manhattan",1,25905,13459,3966,1828,2928,23428,25861,152659,4,0.124978658016049,0.153097857556456,0.0706855883376513,50,34,131.248793669176,0,"MN06",TRUE,2,6811316,2,46658,21,0.269958087627862,95959.34030956,172834.236640164,8.82648742943243,3.86405050687905,3.09104245335832,1.09861228866811,11.4716902633162,15.2659,12.4978658016049,15.3097857556456,"Manhattan",26.9315346169672,1.26246054981878
"MN0603","Murray Hill-Kips Bay",9,"Manhattan",1,53742,30641,9423,4348,5317,52043,53598,130997,9,0.102165516976346,0.175337724684604,0.0811224299414157,63,32,59.5437460459231,0,"MN06",TRUE,3,0,0,123694,21,0.565712230607145,94998.8299569234,218651.804411665,0,4.82586273605126,3.09104245335832,1.38629436111989,11.461630380654,13.0997,10.2165516976346,17.5337724684604,"Manhattan",37.1463707316714,0.86145697061911
"MN0604","East Midtown-Turtle Bay",10,"Manhattan",1,42046,23587,11643,3331,3114,41818,42045,175362,10,0.0744655411545268,0.276911002235647,0.0792246402663813,62,37,87.9988583931884,0,"MN06",TRUE,7,51457455,2,149711,41,0.471281746120988,89216.2710439582,317667.724736289,10.8485300620659,5.01536409566934,3.73766961828337,2.07944154167984,11.3988299213949,17.5362,7.44655411545268,27.6911002235647,"Manhattan",43.1782339521329,0.856913231815316
"MN0701","Upper West Side-Lincoln Square",11,"Manhattan",1,69909,37142,14030,5844,7198,67696,69877,169470,11,0.106328291184117,0.200689467736629,0.0836326688323769,68,40,57.2172395542777,0,"MN07",TRUE,8,35780185,4,44188,11,0.566653310519838,123371.731360515,77980.661507938,10.4851774755752,3.81083156486468,2.484906649788,2.19722457733622,11.7229653884047,16.947,10.6328291184117,20.0689467736629,"Manhattan",63.7605174560576,0.627347480791183
"MN0702","Upper West Side (Central)",12,"Manhattan",1,101153,48748,23265,9712,9045,100046,100282,161803,12,0.09040841213042,0.229998121657291,0.0968468917652221,118,71,70.1907012149912,0,"MN07",TRUE,9,25922808,6,30813,35,0.911482328199437,110976.369887302,33805.3729037936,10.1629170532557,3.45987501127957,3.58351893845611,2.30258509299405,11.61708158462,16.1803,9.040841213042,22.9998121657291,"Manhattan",89.7766488626214,0.790851528760514
"MN0703","Upper West Side-Manhattan Valley",6,"Manhattan",1,50132,22777,11518,6618,8156,48979,49526,108956,6,0.166520345454174,0.229753450889651,0.133626781892339,54,26,51.8630814649326,0,"MN07",TRUE,7,7296637,3,14505,13,0.473501003162178,105875.171679054,30633.5148249557,8.89530587610463,2.74116255255241,2.63905732961526,2.07944154167984,11.5700254985194,10.8956,16.6520345454174,22.9753450889651,"Manhattan",29.30530686408,0.887211320481636
"MN0801","Upper East Side-Lenox Hill-Roosevelt Island",14,"Manhattan",1,77188,40586,14903,6758,6679,75540,76262,137957,14,0.0884167328567646,0.1930740529616,0.0886155621410401,72,47,60.8902938280562,0,"MN08",TRUE,6,9820528,2,64906,14,0.771240131088108,100082.966236597,84157.9650535393,9.19233199005862,4.1882294844049,2.70805020110221,1.94591014905531,11.513764775017,13.7957,8.84167328567646,19.30740529616,"Manhattan",74.4761774327625,0.63107427932149
"MN0802","Upper East Side-Carnegie Hill",14,"Manhattan",1,56073,27366,16925,4530,2811,55807,56052,210571,14,0.0503700252656477,0.301838674584916,0.0808178120316849,59,35,62.4186328536016,0,"MN08",TRUE,8,44061702,6,61620,19,0.719745906603261,77906.6605111082,85613.546995782,10.6933689439413,4.13708471589826,2.99573227355399,2.19722457733622,11.2632795647789,21.0571,5.03700252656477,30.1838674584916,"Manhattan",43.9496294783079,0.796366213218585
"MN0803","Upper East Side-Yorkville",14,"Manhattan",1,78549,43013,17939,7702,6251,78016,78002,149848,14,0.0801245898277276,0.228379737488701,0.0987410579215918,73,44,56.015990018969,0,"MN08",TRUE,1,6509893,1,23597,3,0.489445863128486,160485.57341546,48211.6650229108,8.78123189937429,3.20262448428215,1.38629436111989,0.693147180559945,11.9859655633206,14.9848,8.01245898277276,22.8379737488701,"Manhattan",48.2631262121264,0.911669082657658
"MN0901","Morningside Heights",8,"Manhattan",1,37716,12431,6384,3973,6522,26104,37306,82777,8,0.249846766779038,0.169265033407572,0.106497614324773,37,19,50.376498037968,0,"MN09",TRUE,3,12072517,3,45034,25,0.571151940269833,66034.9678269176,78847.6705143018,9.39876965524331,3.8293802539015,3.25809653802148,1.38629436111989,11.0979548396424,8.2777,24.9846766779038,16.9265033407572,"Manhattan",31.7103805607612,0.599172878534003
