type;statut;adresse;arrondissement;horaire;acces_pmr;relais_bebe;url_fiche_equipement;geo_shape;geo_point_2d
Urinoir;En service;11 quai des célestins;75004;10h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3606999839537917, 48.852020021082176], ""type"": ""Point""}";48.852020021082176, 2.3606999839537917
Lavatory;En service;12 v pl de la madeleine;75008;11h00-17h00;Non;Non;https://www.paris.fr/pages/lavatory-madeleine-un-bijou-de-l-art-nouveau-rouvre-ses-portes-23171;"{""coordinates"": [2.324805261449435, 48.86950302299618], ""type"": ""Point""}";48.86950302299618, 2.324805261449435
WC;En service;1 place de la republique dominicaine;75008;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-monceau-1804;"{""coordinates"": [2.3090771864035164, 48.88027485429225], ""type"": ""Point""}";48.88027485429225, 2.3090771864035164
Urinoir;En service;74v quai de valmy;75010;24/24h;Non;Non;;"{""coordinates"": [2.3644474054843485, 48.87207827833964], ""type"": ""Point""}";48.87207827833964, 2.3644474054843485
Sanisette;En service;116 qu de jemmapes;75010;24/24h;Oui;Non;;"{""coordinates"": [2.363653000580924, 48.874929000173424], ""type"": ""Point""}";48.874929000173424, 2.363653000580924
WC;En service;11 square alban satragne;75010;Horaires du parc;Oui;Non;;"{""coordinates"": [2.356122001817729, 48.87581134036737], ""type"": ""Point""}";48.87581134036737, 2.356122001817729
Sanisette;En service;11 pl de la bataille de stalingrad;75010;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.368730999528819, 48.88358300007065], ""type"": ""Point""}";48.88358300007065, 2.368730999528819
Sanisette;En service;7 rue du faubourg du temple;75010;24/24h;Oui;Non;;"{""coordinates"": [2.365234000168771, 48.8680320000993], ""type"": ""Point""}";48.8680320000993, 2.365234000168771
Sanisette;En service;137 rue de la roquette;75011;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.383949000681867, 48.858680999851344], ""type"": ""Point""}";48.858680999851344, 2.383949000681867
WC;En service;79 boulevard kellermann;75013;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-jean-claude-nicolas-forestier-2554;"{""coordinates"": [2.3480724076166646, 48.818848096444846], ""type"": ""Point""}";48.818848096444846, 2.3480724076166646
Sanisette;En service;55 w bd de l'hopital;75013;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3617629994569604, 48.83965399978955], ""type"": ""Point""}";48.83965399978955, 2.3617629994569604
WC;En service;15 rue duchefdelaville;75013;Horaires du parc;Non;Non;https://www.paris.fr/lieux/square-heloise-et-abelard-2498;"{""coordinates"": [2.369854778458344, 48.83122069411921], ""type"": ""Point""}";48.83122069411921, 2.369854778458344
WC;En service;28 boulevard jourdan;75014;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [2.3409114177677273, 48.8213968803319], ""type"": ""Point""}";48.8213968803319, 2.3409114177677273
Sanisette;En service;2 m pl denfert-rochereau;75014;21h59 - 22h00;Oui;Non;;"{""coordinates"": [2.332134999323913, 48.834812000126654], ""type"": ""Point""}";48.834812000126654, 2.332134999323913
Sanisette;En service;277 rue de vaugirard;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3019669995904684, 48.83967100001336], ""type"": ""Point""}";48.83967100001336, 2.3019669995904684
WC;Hors service;21 rue du cotentin;75015;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/jardin-pierre-adrien-dalpayrat-2494;"{""coordinates"": [2.313031075347604, 48.83776398366367], ""type"": ""Point""}";48.83776398366367, 2.313031075347604
Sanisette;En service;92 rue desnouettes;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2841089999091544, 48.834632999567155], ""type"": ""Point""}";48.834632999567155, 2.2841089999091544
Sanisette;En service;22 rue du commandant rene mouchotte;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3200149997476203, 48.83865000033367], ""type"": ""Point""}";48.83865000033367, 2.3200149997476203
Sanisette;En service;16 av du parc des princes;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2546109993780084, 48.84122600012948], ""type"": ""Point""}";48.84122600012948, 2.2546109993780084
WC;En service;93 avenue de l' hippodrome;75016;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/parc-de-bagatelle-1808;"{""coordinates"": [2.252324088204249, 48.865617431628074], ""type"": ""Point""}";48.865617431628074, 2.252324088204249
Sanisette;En service;34 bd de clichy;75018;24/24h;Oui;Non;;"{""coordinates"": [2.336451000082447, 48.882676999876686], ""type"": ""Point""}";48.882676999876686, 2.336451000082447
Sanisette;En service;2 pl saint-pierre;75018;24/24h;Oui;Non;;"{""coordinates"": [2.344665999897245, 48.88450599960812], ""type"": ""Point""}";48.88450599960812, 2.344665999897245
Sanisette;En service;106 rue de meaux;75019;24/24h;Oui;Non;;"{""coordinates"": [2.3810259998570658, 48.88553200013261], ""type"": ""Point""}";48.88553200013261, 2.3810259998570658
Sanisette;En service;1 rue de la lingerie;75001;24/24h;Oui;Non;;"{""coordinates"": [2.3464810005605803, 48.86027099976448], ""type"": ""Point""}";48.86027099976448, 2.3464810005605803
Sanisette;En service;82 bd de sebastopol;75003;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3522500005228077, 48.86552499977582], ""type"": ""Point""}";48.86552499977582, 2.3522500005228077
Sanisette;En service;1 av charles risler;75007;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.300448000570928, 48.855008999651], ""type"": ""Point""}";48.855008999651, 2.300448000570928
Lavatory;En service;9 av gabriel;75008;11h00-19h00;Non;Non;;"{""coordinates"": [2.3170898782796265, 48.86726257414111], ""type"": ""Point""}";48.86726257414111, 2.3170898782796265
Sanisette;En service;2 v pl du perou;75008;24/24h;Oui;Non;;"{""coordinates"": [2.3151160002183904, 48.87539799993754], ""type"": ""Point""}";48.87539799993754, 2.3151160002183904
Sanisette;En service;78 bd marguerite de rochechouart;75009;24/24h;Oui;Non;;"{""coordinates"": [2.343379000255218, 48.88271599957815], ""type"": ""Point""}";48.88271599957815, 2.343379000255218
WC;En service;8 rue des recollets;75010;Horaires du parc;Non;Non;;"{""coordinates"": [2.3613396833828313, 48.87557278769458], ""type"": ""Point""}";48.87557278769458, 2.3613396833828313
Sanisette;En service;1 av richerand;75010;24/24h;Oui;Non;;"{""coordinates"": [2.3654770003332772, 48.87184499980991], ""type"": ""Point""}";48.87184499980991, 2.3654770003332772
Sanisette;En service;7 bd de menilmontant;75011;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.389296999816509, 48.85879600026491], ""type"": ""Point""}";48.85879600026491, 2.389296999816509
WC;En service;2 carrefour de la pyramide;75012;Horaires du parc;Non;Non;https://www.paris.fr/lieux/parc-floral-de-paris-1;"{""coordinates"": [2.414299843157846, 48.832777621760634], ""type"": ""Point""}";48.832777621760634, 2.414299843157846
WC;En service;1 rue albinoni;75012;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-de-reuilly-paul-pernin-2573;"{""coordinates"": [2.3882835200147157, 48.84285654035907], ""type"": ""Point""}";48.84285654035907, 2.3882835200147157
Sanisette;En service;54 bd de picpus;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.401883000548471, 48.843692999864764], ""type"": ""Point""}";48.843692999864764, 2.401883000548471
Sanisette;En service;111 v av de nogent;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.4410950000563707, 48.84416299993688], ""type"": ""Point""}";48.84416299993688, 2.4410950000563707
Sanisette;En service;4 bd diderot;75012;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3692559997890204, 48.84528899957986], ""type"": ""Point""}";48.84528899957986, 2.3692559997890204
Sanisette;En service;16 pl de la nation;75012;24/24h;Oui;Non;;"{""coordinates"": [2.3954909999106944, 48.847431000203116], ""type"": ""Point""}";48.847431000203116, 2.3954909999106944
WC;En service;31 rue brillat-savarin;75013;Horaires du parc;Oui;Non;;"{""coordinates"": [2.3483757362666657, 48.821612195284416], ""type"": ""Point""}";48.821612195284416, 2.3483757362666657
WC;En service;1 rue emile deslandres;75013;Horaires du parc;Oui;Oui;https://www.paris.fr/lieux/square-rene-le-gall-1766;"{""coordinates"": [2.348139173841785, 48.83133948652227], ""type"": ""Point""}";48.83133948652227, 2.348139173841785
WC;En service;28 boulevard jourdan;75014;Horaires du parc;Non;Non;https://www.paris.fr/lieux/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [2.336047444337296, 48.82123528699989], ""type"": ""Point""}";48.82123528699989, 2.336047444337296
Sanisette;En service;9 pl jacques debu-bridel;75014;24/24h;Oui;Non;;"{""coordinates"": [2.339524000475489, 48.82455600034032], ""type"": ""Point""}";48.82455600034032, 2.339524000475489
Sanisette;En service;21 z rue de gergovie;75014;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.314572999428689, 48.833940000016895], ""type"": ""Point""}";48.833940000016895, 2.314572999428689
Sanisette;En service;98 bd arago;75014;06h00 - 23h59;Oui;Non;;"{""coordinates"": [2.3368019998211698, 48.83472300000109], ""type"": ""Point""}";48.83472300000109, 2.3368019998211698
Sanisette;En service;148 rue de la convention;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2913129996138974, 48.83951900010157], ""type"": ""Point""}";48.83951900010157, 2.2913129996138974
Sanisette;En service;167 rue de lourmel;75015;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.282565000035356, 48.839090999926285], ""type"": ""Point""}";48.839090999926285, 2.282565000035356
Sanisette;En service;224 av de versailles;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.2586289995600968, 48.83839599968173], ""type"": ""Point""}";48.83839599968173, 2.2586289995600968
WC;En service;3 avenue de la  porte d'auteuil;75016;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-du-tchad-2622;"{""coordinates"": [2.2528237722993447, 48.846002972916274], ""type"": ""Point""}";48.846002972916274, 2.2528237722993447
Sanisette;En service;12 pl des etats-unis;75016;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.293730000289752, 48.86831300009682], ""type"": ""Point""}";48.86831300009682, 2.293730000289752
Sanisette;En service;2 rue jacques kellner;75017;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3280460003061214, 48.89581500042085], ""type"": ""Point""}";48.89581500042085, 2.3280460003061214
Urinoir;En service;10 rue jean cocteau;75018;24/24h;Oui;Oui;;"{""coordinates"": [2.349905244334732, 48.90033113067889], ""type"": ""Point""}";48.90033113067889, 2.349905244334732
Sanisette;En service;29 av mathurin moreau;75019;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.3739559999400193, 48.878431999995215], ""type"": ""Point""}";48.878431999995215, 2.3739559999400193
WC;Hors service;176 boulevard macdonald;75019;Horaires du parc;Oui;Non;https://www.paris.fr/lieux/square-claude-bernard-2682;"{""coordinates"": [2.3744646190808827, 48.89925173270559], ""type"": ""Point""}";48.89925173270559, 2.3744646190808827
Sanisette;En service;2 pl de la porte de bagnolet;75020;24/24h;Oui;Non;;"{""coordinates"": [2.4091379994704725, 48.86414400014382], ""type"": ""Point""}";48.86414400014382, 2.4091379994704725
Sanisette;En service;4 pl martin nadaud;75020;24/24h;Oui;Non;;"{""coordinates"": [2.3947409995292643, 48.86495100000291], ""type"": ""Point""}";48.86495100000291, 2.3947409995292643
Sanisette;En service;29 z rue saint-fargeau;75020;06h00 - 22h00;Oui;Non;;"{""coordinates"": [2.402133000083452, 48.87157400006918], ""type"": ""Point""}";48.87157400006918, 2.402133000083452
