name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Restroom,5493916297522311485,restroom,0,0,0,0,37.77677041211279,-122.40605778809285,55 Sherman St,San Francisco,CA,94103,Victoria Manalo Draves Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406057788 37.776770412),6,South of Market,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Fulton Clubhouse,5914464353027580566,restroom,0,0,0,0,37.773555017180094,-122.48688861012667,855 27th Ave,San Francisco,CA,94121,Fulton Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.48688861 37.773555017),1,Outer Richmond,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,4664947683946524659,drinking_water,1,0,0,0,37.77023246,-122.4955183,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.495518301 37.770232465),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Beach Chalet Soccer Fields Restrooms,4047199765492045528,restroom,0,0,0,0,37.767267892359676,-122.5079855830845,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507985583 37.767267892),4,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Mission Rec Center,7286495612961491893,restroom,0,0,0,0,37.75822054216461,-122.41279766963511,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.41279767 37.758220542),9,Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Lafayette Park - Drinking Fountain/Cooler,2898428743203626165,drinking_water,1,0,0,0,37.79159628,-122.42817795,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42817795 37.791596283),2,Pacific Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 2 - Drinking Fountain/Cooler,3217893319111612167,drinking_water,1,0,0,0,37.77201687,-122.47114771000001,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.471147714 37.772016871),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Douglass Playground - Douglass Dog Play Area Drinking Fountain,8620850382132470967,drinking_water,1,0,0,0,37.74695644,-122.43891311,1098 Douglass St,San Francisco,CA,94131,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438913115 37.746956445),8,Noe Valley,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Youngblood Colman Park,8953154863104910777,drinking_water,0,1,1,0,37.739575,-122.385795,615 Mendell St,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,,,Daily,,puc,POINT (-122.385795 37.739575),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Youngblood Coleman Clubhouse,1204923542090208152,restroom,0,0,0,0,37.73797747670028,-122.38413495509053,1398 Hudson Ave,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.384134955 37.737977477),10,Bayview Hunters Point,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Camp Mather - Drinking fountain,5264800034032263896,drinking_water,1,0,0,0,37.88344952,-119.85691668,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.856916683 37.883449518),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Parkside Square - Drinking Fountain/Cooler,2222440857198448763,drinking_water,1,0,0,0,37.737780699999995,-122.48449475,2680 28th Ave,San Francisco,CA,94132,Parkside Square,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.484494749 37.737780695),4,Sunset/Parkside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Minnie & Lovie Ward Rec Center,7200183235575193233,restroom,0,0,0,0,37.71630771203278,-122.45746130832362,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Ward Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457461308 37.716307712),11,Oceanview/Merced/Ingleside,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Camp Mather - Cabin 110 spigot,7290574651752549183,drinking_water,1,0,0,0,37.88053563,-119.85371665000001,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.853716645 37.880535626),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Lafayette Park - Drinking Fountain/Cooler,3187026663008254346,drinking_water,1,0,0,0,37.79101427,-122.42734389,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427343892 37.791014268),2,Pacific Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Tenderloin Pit Stop - Ellis and Jones streets,6351744818236606854,restroom,0,0,0,0,37.7848986,-122.412773,Ellis and Jones streets,San Francisco,CA,,,publicly_accessible,08:00:00,20:00:00,Daily,,pit_stop,POINT (-122.412773 37.7848986),5,Tenderloin,2026/09/01 09:05:57 AM,2026/09/01 09:08:33 AM
Herz Playground - Drinking Fountain,7680569076795410595,drinking_water,1,1,0,0,37.713925100000004,-122.41632703,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416327026 37.713925105),10,McLaren Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Gleneagles Golf Course Clubhouse,6584855746954938973,restroom,0,0,0,0,37.7159953668337,-122.42456402575587,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.424564026 37.715995367),10,McLaren Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Mission Branch Library,1848497342151395742,drinking_water,1,0,0,0,37.75196896600005,-122.41982646399998,300 BARTLETT ST,San Francisco,CA,94110,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.419826464 37.751968966),9,Mission,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
John McLaren Park - Bike Park Bottle Filling station,5997395563337755675,drinking_water,1,1,0,0,37.714021869999996,-122.42315071,100 John F Shelley Dr,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423150713 37.71402187),10,McLaren Park,2026/03/12 05:19:36 PM,2026/09/01 09:08:33 AM
Rose Garden Bathroom,1943296452659879033,restroom,0,0,0,0,37.77152262146797,-122.47202100176304,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.472021002 37.771522621),1,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Park Branch Library,3072352331007374856,drinking_water,1,0,0,0,37.770135518000075,-122.45100115999998,1833 PAGE ST,San Francisco,CA,94117,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:12:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.45100116 37.770135518),5,Haight Ashbury,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 7 - Drinking Fountain,8251394253752138088,drinking_water,1,0,0,0,37.76807818,-122.45792483,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457924832 37.768078183),7,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
P24 - Mariposa Bay Park,368974553398901364,drinking_water,1,1,0,1,37.765245,-122.388254,"Illinois St, Mission Bay",San Francisco,CA,94158,,publicly_accessible,,,Daily,,port,POINT (-122.388254 37.765245),6,Potrero Hill,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
"SFFD, J C Decaux",4912770129684159724,restroom,0,0,0,0,37.790166,-122.388767,389 The Embarcadero S,San Francisco,CA,94105,,publicly_accessible,,,Daily,J C Decaux,port,POINT (-122.388767 37.790166),6,Financial District/South Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Camp Mather - Horseshoe pits spigot,3541079403874979134,drinking_water,1,0,0,0,37.88256719,-119.85359557,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.853595573 37.882567189),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Herz Playground Clubhouse,7366075405665591286,restroom,0,0,0,0,37.71394331637353,-122.416377893482,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416377893 37.713943316),10,McLaren Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 7 - Tennis Center Bottle filling station,5148375999972034214,drinking_water,1,1,0,0,37.77057774,-122.45868065,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458680645 37.770577737),7,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,2462994822786564920,drinking_water,1,1,0,0,37.77133061999999,-122.49904042,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499040424 37.77133062),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Angelo J. Rossi Playground - Drinking Fountain/Cooler,8133339575372633446,drinking_water,1,0,0,0,37.77799694,-122.45769442,600 Arguello Blvd,San Francisco,CA,94118,Angelo J. Rossi Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457694423 37.77799694),1,Lone Mountain/USF,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Restrooms,349221179640314087,restroom,0,0,0,0,37.803552523349744,-122.42124358379304,2745 Larkin St,San Francisco,CA,94109,Francisco Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421243584 37.803552523),2,Russian Hill,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Restroom,6037412297407470953,restroom,0,0,0,0,37.728527023023275,-122.46602409323302,139 Aptos Ave,San Francisco,CA,94127,Aptos Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.466024093 37.728527023),7,West of Twin Peaks,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Mountain Lake Park - Drinking Fountain/Cooler,8138670694524805772,drinking_water,1,0,0,0,37.78749354,-122.46841839,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468418387 37.787493544),1,Inner Richmond,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
China Basin Park Water Fountain #1,676616995420367919,drinking_water,1,1,0,0,37.776548,-122.389769,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,By the bridge,port,POINT (-122.389769 37.776548),6,Mission Bay,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
India Basin Park,6500487953611878416,drinking_water,1,1,0,1,37.735292,-122.376172,"San Francisco Bay Trail, India Basin",San Francisco,CA,94124,,publicly_accessible,,,Daily,,port,POINT (-122.376172 37.735292),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
McKinley Square - Drinking Fountain/Cooler,7825827599970401407,drinking_water,1,0,0,0,37.75910877,-122.40447578,2311 20th St,San Francisco,CA,94107,McKinley Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.404475777 37.759108774),10,Potrero Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Minnie and Lovie Ward Rec Center - Drinking Fountain/Cooler,938107038056353045,drinking_water,1,0,0,0,37.71604522,-122.45732734,650 Capitol Ave,San Francisco,CA,94112,Minnie and Lovie Ward Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457327344 37.716045219),11,Oceanview/Merced/Ingleside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
"Heron's Head Park, Eo Center",3577349118403171998,restroom,0,0,0,0,37.740119,-122.37597,32 Jennings Street,San Francisco,CA,94124,,publicly_accessible,08:00:00,17:30:00,Daily,,port,POINT (-122.37597 37.740119),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Restrooms,4704538265672570801,restroom,0,0,0,0,37.77236708615422,-122.44766296625268,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447662966 37.772367086),5,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Betty Ann Ong Rec Center - Drinking Fountain/Cooler,3525545761948309492,drinking_water,1,0,0,0,37.79429125,-122.41169415,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411694153 37.794291247),3,Nob Hill,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Visitacion Valley Branch Library,5445528273876891131,drinking_water,1,0,0,0,37.71245320600008,-122.40788422599996,201 LELAND AVE,San Francisco,CA,94134,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.407884226 37.712453206),10,Visitacion Valley,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Pier 41,5833182095630630815,restroom,0,0,0,0,37.810489,-122.410821,Fishermans's Wharf,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 2 behind Swiss Louis,port,POINT (-122.410821 37.810489),3,North Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Miraloma Playground Clubhouse,7139414283949802640,restroom,0,0,0,0,37.73912956981328,-122.44952482324736,25 Omar Way,San Francisco,CA,94127,Miraloma Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449524823 37.73912957),7,West of Twin Peaks,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Potrero Rec Path Drinking Fountain,5350223104802396812,drinking_water,1,0,0,0,37.75633921,-122.39705544,801 Arkansas St,San Francisco,CA,94107,Potrero Hill Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.397055435 37.756339211),10,Potrero Hill,2026/03/16 09:44:25 PM,2026/09/01 09:08:33 AM
Pier 42,5131556297665840105,restroom,0,0,0,0,37.810759,-122.410441,Fishermans's Wharf,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 2 by Amici's Pizza,port,POINT (-122.410441 37.810759),3,North Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Restroom,7640662122747861266,restroom,0,0,0,0,37.746283220704754,-122.43968176983375,1098 Douglass St,San Francisco,CA,94131,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43968177 37.746283221),8,Noe Valley,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
19th & Alabama,2447204787546099701,drinking_water,0,1,1,0,37.760315,-122.412135,3001 19th St,San Francisco,CA,94110,,publicly_accessible,,,Daily,,puc,POINT (-122.412135 37.760315),9,Mission,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Restrooms,3659454021908060856,restroom,0,0,0,0,37.77608612648728,-122.4343288450428,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434328845 37.776086126),5,Hayes Valley,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Eureka Valley Rec Center - Drinking Fountain/Cooler,8047575861891512517,drinking_water,1,0,0,0,37.75991581,-122.4362927,100 Collingwood St,San Francisco,CA,94114,Eureka Valley Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.4362927 37.759915815),8,Castro/Upper Market,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Camp Mather - Spigot,3533257398664084908,drinking_water,1,0,0,0,37.87979956,-119.8491949,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.849194896 37.879799561),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Holly Park - Drinking Fountain/Cooler,2317220532358284582,drinking_water,1,0,0,0,37.737115259999996,-122.42056082,625  Holly Park Cir,San Francisco,CA,94110,Holly Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420560819 37.737115258),9,Bernal Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Kezar Turf Drinking fountain,6502474052379636086,drinking_water,1,0,0,0,37.76752894,-122.45629948,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456299483 37.767528944),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Camp Mather - Spigot,2863038734866327180,drinking_water,1,0,0,0,37.88078794,-119.85372372,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.853723719 37.880787935),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
West Portal Clubhouse,1152567663852889285,restroom,0,0,0,0,37.741683462542454,-122.46530794152778,131 Lenox Way,San Francisco,CA,94127,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465307942 37.741683463),7,West of Twin Peaks,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Anna E. Waden Branch Library (Bayview),4747163986582751508,drinking_water,1,0,0,0,37.732484671000066,-122.39108620099995,5075 3RD ST,San Francisco,CA,94124,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.391086201 37.732484671),10,Bayview Hunters Point,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Potrero Del Sol Maintenance Shed,6002076607506216774,restroom,0,0,0,0,37.750102330916754,-122.40535702359604,,San Francisco,CA,94110,Potrero del Sol,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405357024 37.750102331),9,Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Ferry Building,7030273931982775170,drinking_water,1,1,0,0,37.79542,-122.39363,1 Ferry Building,San Francisco,CA,94111,,limited_access,07:00:00,22:00:00,Daily,2 by the public bathrooms,port,POINT (-122.39363 37.79542),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2026/09/01 09:08:33 AM
Anglers Lodge,2320304234735625477,restroom,0,0,0,0,37.76800131961918,-122.49647616987973,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.49647617 37.76800132),4,Golden Gate Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Sharon Arts Studio,7349537812584707784,restroom,0,0,0,0,37.76825625442807,-122.45824805511775,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458248055 37.768256254),7,Golden Gate Park,2026/04/15 06:07:01 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Dual Fountain,2153051661776551575,drinking_water,1,0,0,0,37.77239136,-122.44766618999999,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447666186 37.772391362),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Drinking fountain,6260236323327928148,drinking_water,1,0,0,0,37.76883376,-122.47086609,,San Francisco,CA,,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470866085 37.768833756),7,Golden Gate Park,2026/08/07 12:27:51 PM,2026/09/01 09:08:33 AM
Mendell Plaza,1583894823483341905,drinking_water,0,1,1,0,37.734648,-122.390524,1425 Mendell St,San Francisco,CA,94124,,publicly_accessible,,,Daily,,puc,POINT (-122.390524 37.734648),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Crocker Amazon Playground - Drinking Fountain/Cooler,5293037915743335404,drinking_water,1,1,0,0,37.713791050000005,-122.42993905,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.429939052 37.713791046),11,Excelsior,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
McLaren Mansell Clubhouse,4653891988982245606,restroom,0,0,0,0,37.719149575283545,-122.41269622532232,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412696225 37.719149575),9,McLaren Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Conservatory Restrooms,1863141825000065385,restroom,0,0,0,0,37.77260716229408,-122.46078914623399,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.460789146 37.772607162),1,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Betty Ann On Rec Center,4028000144795477020,restroom,0,0,0,0,37.79427386674438,-122.41169059352767,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411690594 37.794273867),3,Nob Hill,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Restrooms,4224576772754543358,restroom,0,0,0,0,37.73712269269286,-122.42058669467426,,San Francisco,CA,94110,Holly Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420586695 37.737122693),9,Bernal Heights,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Restrooms,8500089597454184419,restroom,0,0,0,0,37.79124667632276,-122.43816771879757,2501 Jackson St,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438167719 37.791246676),2,Pacific Heights,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Lower Great Highway Taraval Restrooms,271232090700619754,restroom,0,0,0,0,37.7414266766863,-122.50707978731747,,San Francisco,CA,94132,Sunset Dunes,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507079787 37.741426677),4,Sunset/Parkside,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Noe Valley Courts - Drinking Fountain/Cooler,5204820169406859067,drinking_water,1,0,0,0,37.75145679,-122.43894593,780 Douglass St,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438945929 37.751456786),8,Noe Valley,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Sunset Rec Center - Drinking Fountain/Cooler,5793440257510180901,drinking_water,1,0,0,0,37.756840159999996,-122.48690400000001,2201 Lawton St,San Francisco,CA,94122,Sunset Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486904001 37.756840159),4,Sunset/Parkside,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Willie Woo Woo Wong Clubhouse,833784527962744172,restroom,0,0,0,0,37.79362876196027,-122.4070478128268,850 Sacramento St,San Francisco,CA,94108,Willie Woo Woo Wong Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.407047813 37.793628762),3,Chinatown,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Camp Mather - Ballfield spigot,8588455460405867148,drinking_water,1,0,0,0,37.88208775,-119.85085313,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.850853134 37.882087753),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Pioneer Park Restroom,598341934004717538,restroom,0,0,0,0,37.8025994333315,-122.40605249700845,1 Telegraph Hill Blvd,San Francisco,CA,94133,Telegraph Hill - Pioneer Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406052497 37.802599433),3,North Beach,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
525 Golden Gate,956935023348360657,drinking_water,0,1,0,0,37.7809272,-122.419371,525 Golden Gate,San Francisco,CA,94102,,limited_access,08:00:00,17:00:00,Weekdays,,puc,POINT (-122.419371 37.7809272),5,Tenderloin,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Potrero Branch Library,4782384906586179379,drinking_water,1,0,0,0,37.760135940000055,-122.39766410099998,1616 20TH ST,San Francisco,CA,94107,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.397664101 37.76013594),10,Potrero Hill,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Gene Friend Rec Center,3955966375932038830,restroom,0,0,0,0,37.77878689761341,-122.40633917526273,270 6th St,San Francisco,CA,94103,Eugene Friend Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406339175 37.778786898),6,South of Market,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Mountain Lake Park - Drinking Fountain/Cooler,8165530174443482960,drinking_water,1,0,0,0,37.78685506,-122.47042906,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470429057 37.786855058),1,Inner Richmond,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 2 - Drinking Fountain/Cooler,8630946145801758416,drinking_water,1,0,0,0,37.77055703,-122.48014117999999,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.480141178 37.770557027),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
