name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Admin Building,4338767076222364795,restroom,0,0,0,0,37.78231558029474,-122.43561638478695,1901 Geary Blvd,San Francisco,CA,94115,Raymond Kimbell Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.435616385 37.78231558),5,Western Addition,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
McLaren Lodge,8095369868838085841,restroom,0,0,0,0,37.771878738817755,-122.45481947391086,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.454819474 37.771878739),1,Golden Gate Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Kezar Turf Drinking fountain,2644796154279992013,drinking_water,1,0,0,0,37.766167180000004,-122.45630313,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456303127 37.766167179),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Excelsior Clubhouse,7624069768620183306,restroom,0,0,0,0,37.720234602442034,-122.43358550290127,579 Madrid St,San Francisco,CA,94112,Excelsior Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433585503 37.720234602),11,Excelsior,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
3rd and Clement,2353041988599802789,drinking_water,0,1,0,0,37.783196,-122.461368,208 Clement,San Francisco,CA,94118,,publicly_accessible,,,Daily,,puc,POINT (-122.461368 37.783196),1,Inner Richmond,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Adam Rodgers Park - Drinking fountain,6195742171510388323,drinking_water,1,0,0,0,37.73083879,-122.38377726,1215 Quesada Ave,San Francisco,CA,94124,Adam Rodgers Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.383777258 37.730838793),10,Bayview Hunters Point,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Garfield Square Clubhouse,2120452437850770345,restroom,0,0,0,0,37.749905790480256,-122.41234393595938,3100 26th St,San Francisco,CA,94110,Garfield Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412343936 37.74990579),9,Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Mission Dolores North Restrooms,6020738412176969080,restroom,0,0,0,0,37.76081195755971,-122.42771000101487,646 Dolores St,San Francisco,CA,94114,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427710001 37.760811958),8,Castro/Upper Market,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,3094643448009885572,drinking_water,1,0,0,0,37.76633375,-122.45492152,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.45492152 37.766333754),5,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Miraloma Playground - Drinking Fountain/Cooler,7049857145961053229,drinking_water,1,0,0,0,37.739104590000004,-122.44949347,25 Omar Way,San Francisco,CA,94127,Miraloma Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44949347 37.739104593),7,West of Twin Peaks,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
George Christopher Playground - Drinking Fountain/Cooler,3297584618706552420,drinking_water,1,0,0,0,37.74424931,-122.44036073999999,5210 Diamond Heights Blvd,San Francisco,CA,94131,George Christopher Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44036074 37.744249307),8,Glen Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Merced Branch Library,7302849541184780251,drinking_water,1,0,0,0,37.72659366900007,-122.47449376899999,155 WINSTON DR,San Francisco,CA,94132,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:53""]",library,POINT (-122.474493769 37.726593669),7,West of Twin Peaks,2026/05/27 04:20:00 PM,2026/09/01 09:08:33 AM
Woh Hei Yuen Clubhouse,6335645547559891312,restroom,0,0,0,0,37.79566311107929,-122.41036013940455,922 Jackson St,San Francisco,CA,94133,Woh Hei Yuen Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410360139 37.795663111),3,Chinatown,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Marina Green East Restroom,2159070112314827563,restroom,0,0,0,0,37.806483443945304,-122.43453398466335,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434533985 37.806483444),2,Marina,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Crocker Amazon Playground - Drinking Fountain/Cooler,5516053070815528698,drinking_water,1,1,0,0,37.71272269,-122.42731924,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427319238 37.71272269),11,Excelsior,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Lafayette Park - Drinking Fountain/Cooler,4248705948932618430,drinking_water,1,0,0,0,37.79131424,-122.42861961,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428619609 37.791314243),2,Pacific Heights,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
J. P. Murphy Clubhouse,5312098977276546560,restroom,0,0,0,0,37.75156408525938,-122.46522254205685,1960 9th Ave,San Francisco,CA,94116,J.P. Murphy Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465222542 37.751564085),7,Inner Sunset,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Lake Merced Boathouse,4000040349104825380,restroom,0,0,0,0,37.72560829903472,-122.49952829904723,1 Harding Rd,San Francisco,CA,94132,Lake Merced Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.499528299 37.725608299),7,Lakeshore,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Visitacion Valley Clubhouse,8478441797534942604,restroom,0,0,0,0,37.71274487565179,-122.40868228778756,251 Leland Ave,San Francisco,CA,94134,Yik Oi Huang Peace & Friendship Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.408682288 37.712744876),10,Visitacion Valley,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Jose Coronado Playground - Drinking Fountain/Cooler,1893392134017884911,drinking_water,1,0,0,0,37.75767698999999,-122.41509849,2498 Folsom St,San Francisco,CA,94110,Jose Coronado Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415098492 37.757676986),9,Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Cow Hollow Clubhouse,268193261574787356,restroom,0,0,0,0,37.797387392986394,-122.44467453965741,1 Miley St,San Francisco,CA,94123,Cow Hollow Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44467454 37.797387393),2,Marina,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,9115630064329131614,drinking_water,1,1,0,0,37.76453537,-122.50499564,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.504995637 37.764535374),4,Golden Gate Park,2026/03/19 09:26:35 PM,2026/09/01 09:08:33 AM
West Sunset Playground - Drinking Fountain,4543605432159683777,drinking_water,1,0,0,0,37.74789871,-122.49752443,3223 Ortega St,San Francisco,CA,94116,West Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.497524431 37.747898709),4,Sunset/Parkside,2026/03/20 10:14:53 PM,2026/09/01 09:08:33 AM
Picnic Restrooms,6482105904994530634,restroom,0,0,0,0,37.72212181783509,-122.42063327509366,100 John F Shelley Dr,San Francisco,CA,94134,,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420633275 37.722121818),9,McLaren Park,2026/03/11 10:18:39 PM,2026/09/01 09:08:33 AM
Mission Clubhouse,490680770581918428,restroom,0,0,0,0,37.75940479713368,-122.422424574373,3555 19th St,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422424574 37.759404797),9,Mission,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Mariposa Park - Mariposa Drinking fountain,8705098067842375163,drinking_water,1,0,0,0,37.764739729999995,-122.39131882,,San Francisco,CA,94158,Mariposa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.391318821 37.76473973),6,Potrero Hill,2026/03/16 09:40:10 PM,2026/09/01 09:08:33 AM
Palace of Fine Arts - Drinking Fountain/Cooler,8170561161760691187,drinking_water,1,0,0,0,37.80168741,-122.44791246,3601 Lyon St,San Francisco,CA,94123,Palace of Fine Arts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447912457 37.801687406),2,Marina,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Potrero Hill Rec Center,5068999930283866876,restroom,0,0,0,0,37.756119316171954,-122.39696358586629,801 Arkansas St,San Francisco,CA,94107,Potrero Hill Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.396963586 37.756119316),10,Potrero Hill,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Argonne Playground - Drinking Fountain/Cooler,764105516795628981,drinking_water,1,0,0,0,37.779580769999995,-122.47777182,455 18th Ave,San Francisco,CA,94121,Argonne Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477771825 37.779580773),1,Outer Richmond,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Booker T Washington Community Center,3961536016987241368,drinking_water,0,1,0,0,37.78413,-122.446083,820 Presidio Ave,San Francisco,CA,94115,,publicly_accessible,,,Daily,,puc,POINT (-122.446083 37.78413),5,Presidio Heights,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Restroom,3674214510354941802,restroom,0,0,0,0,37.73307133513202,-122.38257768077,2 Willie B Kennedy Dr,San Francisco,CA,94124,Hilltop Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.382577681 37.733071335),10,Bayview Hunters Point,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Harvey Milk Center for the Arts,5836815649071745688,restroom,0,0,0,0,37.76957928966039,-122.43457746068563,50 Scott St,San Francisco,CA,94117,Duboce Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434577461 37.76957929),8,Haight Ashbury,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Hayward Clubhouse,5112131760554097764,restroom,0,0,0,0,37.7806181921805,-122.4258541523228,1016 Laguna St,San Francisco,CA,94102,Margaret S Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425854152 37.780618192),5,Western Addition,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Boeddeker Clubhouse,6509048567539336556,restroom,0,0,0,0,37.784313367866474,-122.41181376632174,246 Eddy St,San Francisco,CA,94102,Father Alfred Boeddeker Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411813766 37.784313368),5,Tenderloin,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Mission Playground - Drinking Fountain/Cooler,4556119655414275478,drinking_water,1,1,0,0,37.759443069999996,-122.42240855,3555 19th St,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422408552 37.75944307),9,Mission,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,2280511467139291944,drinking_water,1,1,0,0,37.77082798,-122.50299987,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.50299987 37.770827985),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Mountain Lake Restrooms,7662904050712720207,restroom,0,0,0,0,37.78702299150214,-122.47178156120448,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.471781561 37.787022992),1,Inner Richmond,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Joe Lee Rec Center,7962290692376339447,restroom,0,0,0,0,37.73468681531801,-122.38948263862567,1551 Newcomb Ave,San Francisco,CA,94124,Joseph Lee Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.389482639 37.734686815),10,Bayview Hunters Point,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Bandshell Spreckels Temple of Music,1029444508238884088,restroom,0,0,0,0,37.7698056101722,-122.46865195284049,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468651953 37.76980561),7,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Camp Mather - Drinking fountain,2616757637662769392,drinking_water,1,0,0,0,37.880923349999996,-119.85138187,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.851381867 37.880923352),,,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
South Sunset Clubhouse,7164518970109990344,restroom,0,0,0,0,37.73806931538009,-122.49828820864147,2601 40th Ave,San Francisco,CA,94116,South Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498288209 37.738069315),4,Sunset/Parkside,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
J.P. Murphy Playground - Drinking Fountain/Cooler,2977837298985600217,drinking_water,1,0,0,0,37.752094240000005,-122.46505759,1960 9th Ave,San Francisco,CA,94116,J.P. Murphy Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465057591 37.752094238),7,Inner Sunset,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Kezar Pavilion,4761528511872076776,restroom,0,0,0,0,37.76745067088329,-122.45405120908852,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.454051209 37.767450671),5,Golden Gate Park,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
Yacht Harbor and Marina Green - Toilet,2026496417040071646,restroom,0,0,0,0,37.806654380000005,-122.44255444999999,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.442554455 37.806654381),,Marina,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Margaret S Hayward Playground - Drinking Fountain/Cooler,1845459476210799267,drinking_water,1,0,0,0,37.78078552,-122.42681555,1016 Laguna St,San Francisco,CA,94102,Margaret S Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426815553 37.780785519),5,Western Addition,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Goldman Restrooms,5975078172278772254,restroom,0,0,0,0,37.73559821440539,-122.4788957763111,2899 19th Ave,San Francisco,CA,94132,Sigmund Stern Recreation Grove,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.478895776 37.735598214),4,Sunset/Parkside,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Midtown Terrace Playground - Drinking Fountain/Cooler,7223983048462958120,drinking_water,1,0,0,0,37.751672340000006,-122.45583377,210 Olympia Way,San Francisco,CA,94131,Midtown Terrace Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455833775 37.751672341),7,Twin Peaks,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Shipyard Parks - Dog bowl,8359389387077015651,drinking_water,1,0,0,0,37.72732357,-122.36690698,100 Innes Court,San Francisco,CA,94124,Shipyard Parks,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.366906976 37.727323572),10,Bayview Hunters Point,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Hilltop Park,5266853380894405697,drinking_water,0,1,1,0,37.73328,-122.38366,45 Progress St,San Francisco,CA,94124,,publicly_accessible,,,Daily,,puc,POINT (-122.38366 37.73328),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2026/09/01 09:08:33 AM
Coit Tower,1300996872573206948,restroom,0,0,0,0,37.80244449791853,-122.40586284550412,1 Telegraph Hill Blvd,San Francisco,CA,94133,Telegraph Hill - Pioneer Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405862846 37.802444498),3,North Beach,2026/03/19 07:04:02 PM,2026/09/01 09:08:33 AM
Big Rec Restroom,5469953919666759262,restroom,0,0,0,0,37.7685188702257,-122.46559953693607,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465599537 37.76851887),7,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Joseph L Alioto Performing Arts Piazza - Drinking Fountain/Cooler,994828838777974549,drinking_water,1,0,0,0,37.779903069999996,-122.4173059,355 McAllister St,San Francisco,CA,94102,Joseph L Alioto Performing Arts Piazza,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.417305897 37.77990307),5,Tenderloin,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Horseshoe Pits Restroom,659192472714749454,restroom,0,0,0,0,37.77375259279182,-122.45599541704655,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455995417 37.773752593),1,Golden Gate Park,2025/12/08 07:45:05 PM,2026/09/01 09:08:33 AM
Gilman Playground - Drinking Fountain/Cooler,4172031100536167399,drinking_water,1,0,0,0,37.717325280000004,-122.38717889,993 Gilman Ave,San Francisco,CA,94124,Gilman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.387178887 37.717325277),10,Bayview Hunters Point,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,8647007438882015423,drinking_water,1,0,0,0,37.772695809999995,-122.4552027,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455202703 37.772695809),1,Golden Gate Park,2026/03/10 10:25:27 PM,2026/09/01 09:08:33 AM
Moscone Rec Center,4678029647536132904,restroom,0,0,0,0,37.80148459822731,-122.43318576172464,1800 Chestnut St,San Francisco,CA,94123,Moscone Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433185762 37.801484598),2,Marina,2026/02/05 08:11:25 PM,2026/09/01 09:08:33 AM
