"month","station_complex_id","station_complex","borough","ridership","transfers","latitude","longitude","georeference.type","georeference.coordinates"
"2026-07-01T00:00:00.000","248","Avenue N (F)","Brooklyn","48835.0","2578.0","40.61514","-73.9742","Point","c(-73.9742, 40.61514)"
"2026-07-01T00:00:00.000","249","Avenue P (F)","Brooklyn","48419.0","217.0","40.608944","-73.97302","Point","c(-73.97302, 40.608944)"
"2026-07-01T00:00:00.000","250","Kings Hwy (F)","Brooklyn","52936.0","7508.0","40.603218","-73.97236","Point","c(-73.97236, 40.603218)"
"2026-07-01T00:00:00.000","251","Avenue U (F)","Brooklyn","35909.0","5153.0","40.59606","-73.97336","Point","c(-73.97336, 40.59606)"
"2026-07-01T00:00:00.000","252","Avenue X (F)","Brooklyn","46335.0","4026.0","40.58962","-73.97425","Point","c(-73.97425, 40.58962)"
"2026-07-01T00:00:00.000","253","Neptune Av (F)","Brooklyn","27835.0","573.0","40.581013","-73.97457","Point","c(-73.97457, 40.581013)"
"2026-07-01T00:00:00.000","254","Jamaica-179 St (F)","Queens","341673.0","149534.0","40.712646","-73.78381","Point","c(-73.78381, 40.712646)"
"2026-07-01T00:00:00.000","255","169 St (F)","Queens","153855.0","18983.0","40.71047","-73.7936","Point","c(-73.7936, 40.71047)"
"2026-07-01T00:00:00.000","256","Parsons Blvd (F)","Queens","131713.0","26640.0","40.707565","-73.80333","Point","c(-73.80333, 40.707565)"
"2026-07-01T00:00:00.000","257","Sutphin Blvd (F)","Queens","81451.0","4084.0","40.70546","-73.81071","Point","c(-73.81071, 40.70546)"
"2026-07-01T00:00:00.000","258","Briarwood (E,F)","Queens","96259.0","4318.0","40.70918","-73.82057","Point","c(-73.82057, 40.70918)"
"2026-07-01T00:00:00.000","259","Kew Gardens-Union Tpke (E,F)","Queens","448929.0","188753.0","40.71444","-73.83101","Point","c(-73.83101, 40.71444)"
"2026-07-01T00:00:00.000","26","DeKalb Av (B,Q,R)","Brooklyn","482035.0","26681.0","40.690636","-73.98183","Point","c(-73.98183, 40.690636)"
"2026-07-01T00:00:00.000","260","75 Av (E,F)","Queens","69029.0","497.0","40.71833","-73.837326","Point","c(-73.837326, 40.71833)"
"2026-07-01T00:00:00.000","261","Forest Hills-71 Av (E,F,M,R)","Queens","560420.0","114038.0","40.72169","-73.84452","Point","c(-73.84452, 40.72169)"
"2026-07-01T00:00:00.000","262","67 Av (M,R)","Queens","155493.0","865.0","40.726524","-73.85272","Point","c(-73.85272, 40.726524)"
"2026-07-01T00:00:00.000","263","63 Dr-Rego Park (M,R)","Queens","272674.0","14383.0","40.729847","-73.8616","Point","c(-73.8616, 40.729847)"
"2026-07-01T00:00:00.000","264","Woodhaven Blvd (M,R)","Queens","391344.0","88498.0","40.733105","-73.86923","Point","c(-73.86923, 40.733105)"
"2026-07-01T00:00:00.000","265","Grand Av-Newtown (M,R)","Queens","367159.0","81925.0","40.737015","-73.87722","Point","c(-73.87722, 40.737015)"
"2026-07-01T00:00:00.000","266","Elmhurst Av (M,R)","Queens","269041.0","2208.0","40.742455","-73.88202","Point","c(-73.88202, 40.742455)"
"2026-07-01T00:00:00.000","268","65 St (M,R)","Queens","76574.0","275.0","40.74967","-73.89845","Point","c(-73.89845, 40.74967)"
"2026-07-01T00:00:00.000","269","Northern Blvd (M,R)","Queens","133285.0","25783.0","40.752884","-73.906006","Point","c(-73.906006, 40.752884)"
"2026-07-01T00:00:00.000","270","46 St (M,R)","Queens","170219.0","1965.0","40.756313","-73.91333","Point","c(-73.91333, 40.756313)"
