"alteration_year","bbl","bin","borough","public_restroom","construction_year","description","doitt_id","doitt_source","gispropnum","ground_elevation","height_roof","location","omppropid","parks_district","system","recreation_center","featurestatus","demolition_year","maintby","maintbyspec","multipolygon.type","multipolygon.coordinates"
,"1011110001","1088637","M",FALSE,"1923","Central Park-Naumburg Bandshell","1154086","current","M010","81","42","North end of the Mall","M010-ZN12&13","M-13","M010-ZN12+13-BLG0719",FALSE,"Active",,,,"MultiPolygon","[[[[-73.971,40.7726],[-73.971,40.7726],[-73.971,40.7727],[-73.971,40.7727],[-73.971,40.7727],[-73.971,40.7727],[-73.971,40.7727],[-73.9711,40.7726],[-73.9711,40.7726],[-73.9711,40.7726],[-73.971,40.7726]]]]"
,"4017220012","4042761","Q",FALSE,"1996","Louis Armstrong Community Center-Building","637259","current","Q468","68","35","33-16 108th Street","Q468_temp","Q-03","Q468-BLG0553",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8611,40.7573],[-73.8611,40.7574],[-73.8612,40.7574],[-73.8613,40.7574],[-73.8614,40.7574],[-73.8615,40.7574],[-73.8615,40.7574],[-73.8616,40.7574],[-73.8617,40.7574],[-73.8617,40.7572],[-73.8617,40.7572],[-73.8616,40.7571],[-73.8616,40.7571],[-73.8616,40.7571],[-73.8614,40.7571],[-73.8614,40.7571],[-73.8613,40.7572],[-73.8613,40.7572],[-73.8613,40.7571],[-73.8613,40.7571],[-73.8613,40.7571],[-73.8613,40.7571],[-73.8613,40.7571],[-73.8612,40.7571],[-73.8611,40.7571],[-73.8611,40.7571],[-73.8611,40.7571],[-73.8611,40.7573]]]]"
,"5020300155","5156665","R",FALSE,,"Willowbrook Park-Carousel for All Children","1015195","current","R030","34","36","Eton Place","R030","R-02","R030-BLG6665",FALSE,"Active",,,,"MultiPolygon","[[[[-74.1583,40.6035],[-74.1582,40.6035],[-74.1582,40.6036],[-74.1582,40.6036],[-74.1582,40.6036],[-74.1583,40.6037],[-74.1584,40.6037],[-74.1584,40.6037],[-74.1585,40.6037],[-74.1585,40.6037],[-74.1585,40.6036],[-74.1585,40.6036],[-74.1585,40.6035],[-74.1584,40.6035],[-74.1584,40.6034],[-74.1583,40.6035]]]]"
,"1022410035","1075616","M",FALSE,"1785","Dyckman Farmhouse Museum","79557","current","M026","50","28.34","4881 BROADWAY  X 204TH ST NY, NY 10034","M026","M-12","M026-BLG1467",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9228,40.8673],[-73.9228,40.8673],[-73.9228,40.8675],[-73.9228,40.8674],[-73.9229,40.8674],[-73.923,40.8674],[-73.9229,40.8674],[-73.923,40.8674],[-73.923,40.8673],[-73.9229,40.8673],[-73.9229,40.8673],[-73.9229,40.8673],[-73.9229,40.8673],[-73.9229,40.8673],[-73.9228,40.8673]]]]"
,"3079170009","3221967","B",FALSE,"1652","Pieter Claesen Wyckoff Museum","550741","current","B376","14","24.54",,"B376","B-17","B376-BLG1195",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9208,40.6444],[-73.9209,40.6444],[-73.9209,40.6444],[-73.9209,40.6444],[-73.9208,40.6443],[-73.9208,40.6443],[-73.9207,40.6443],[-73.9207,40.6444],[-73.9208,40.6444],[-73.9208,40.6444],[-73.9208,40.6444],[-73.9208,40.6444],[-73.9208,40.6444]]]]"
,"4084010001","4438377","Q",FALSE,"1932","Queens Farm Park-Horse Barn / Admin Building","443602","current","Q453","119","29.57452681","73-50 Little Neck Parkway","Q453","Q-13","Q453-BLG0570",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7209,40.7482],[-73.7209,40.7482],[-73.7208,40.7482],[-73.7209,40.7482],[-73.7209,40.7484],[-73.721,40.7483],[-73.7211,40.7483],[-73.7212,40.7483],[-73.7212,40.7483],[-73.7213,40.7482],[-73.7212,40.7481],[-73.7211,40.7481],[-73.7211,40.7481],[-73.7212,40.7482],[-73.721,40.7483],[-73.7209,40.7482]]]]"
,"5003190001","5155122","R",FALSE,"1987","Clove Lakes Park Zone 1-Staten Island War Memorial Skating Rink","102460","current","R005","139","34.63973322","1321 Victory Boulevard","R005-ZN01","R-01","R005-ZN01-BLG1282",FALSE,"Active",,,,"MultiPolygon","[[[[-74.1077,40.6156],[-74.1078,40.6156],[-74.1078,40.6155],[-74.1078,40.6155],[-74.1078,40.6154],[-74.1077,40.6154],[-74.1077,40.6154],[-74.1077,40.6153],[-74.1077,40.6153],[-74.1076,40.6153],[-74.1076,40.6153],[-74.1076,40.6153],[-74.1075,40.6153],[-74.1075,40.6153],[-74.1075,40.6153],[-74.1074,40.6153],[-74.1074,40.6153],[-74.1074,40.6153],[-74.1073,40.6154],[-74.1073,40.6154],[-74.1073,40.6154],[-74.1073,40.6154],[-74.1073,40.6155],[-74.1073,40.6155],[-74.1073,40.6155],[-74.1073,40.6156],[-74.1073,40.6156],[-74.1074,40.6156],[-74.1074,40.6156],[-74.1074,40.6157],[-74.1075,40.6157],[-74.1075,40.6157],[-74.1075,40.6157],[-74.1076,40.6157],[-74.1077,40.6156],[-74.1077,40.6156]]]]"
,"5003190001","5112425","R",FALSE,"1936","Clove Lakes Park Zone 1-The Stone House Restaurant","828679","current","R005","134","30.66","Park Drive","R005-ZN01","R-01","R005-ZN01-BLG1281",FALSE,"Active",,,,"MultiPolygon","[[[[-74.1082,40.6176],[-74.1082,40.6176],[-74.108,40.6177],[-74.108,40.6177],[-74.1081,40.6177],[-74.1081,40.6177],[-74.108,40.6177],[-74.1081,40.6178],[-74.1082,40.6178],[-74.1081,40.6178],[-74.1082,40.6177],[-74.1083,40.6178],[-74.1083,40.6177],[-74.1083,40.6176],[-74.1083,40.6176],[-74.1082,40.6176],[-74.1082,40.6177],[-74.1082,40.6177],[-74.1082,40.6176]]]]"
,"5003190001","5112426","R",FALSE,"1934","Clove Lakes Park Zone 1-Stonehenge","635958","current","R005","138","30.03","1150 Clove Road","R005-ZN01","R-01","R005-ZN01-BLG1280",FALSE,"Active",,,,"MultiPolygon","[[[[-74.1056,40.6181],[-74.1057,40.618],[-74.1057,40.618],[-74.1057,40.618],[-74.1056,40.6179],[-74.1056,40.6179],[-74.1055,40.6178],[-74.1054,40.6179],[-74.1055,40.6179],[-74.1055,40.6179],[-74.1055,40.6179],[-74.1055,40.618],[-74.1056,40.618],[-74.1056,40.618],[-74.1056,40.6181]]]]"
,"1007220057","1012811","M",FALSE,"2004","Chelsea Recreation Center-Building","697098","current","M260","13","80.41","430 West 25th Street","MR-03","M-04","M260-BLG0648",TRUE,"Active",,,,"MultiPolygon","[[[[-74.002,40.7481],[-74.002,40.7481],[-74.002,40.7481],[-74.002,40.7481],[-74.0019,40.7482],[-74.0019,40.7483],[-74.0019,40.7483],[-74.002,40.7484],[-74.0023,40.7485],[-74.0024,40.7485],[-74.0024,40.7485],[-74.0025,40.7484],[-74.0025,40.7483],[-74.0026,40.7483],[-74.0022,40.7481],[-74.0022,40.7481],[-74.0021,40.7481],[-74.002,40.7481]]]]"
,"3050510001","3411682","B",FALSE,"1964","Parade Ground - Building","1092737","current","B068","54","17.89681832","Parkside Ave., Caton Ave., bet. Parade Pl. and Coney Island Ave.","B073-ZN27","B-14","B073-ZN27-BLG1682",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9684,40.6508],[-73.9684,40.6507],[-73.9684,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9685,40.6507],[-73.9684,40.6507],[-73.9684,40.6507],[-73.9684,40.6507],[-73.9684,40.6507],[-73.9684,40.6508]]]]"
,"3050510001","3347261","B",TRUE,"1964","Stewart Playground Public Restroom","10343","current","B068","57","14.6","Parade Pl. between Woodruff Ave. & Crooke Ave.","B073-ZN28","B-14","B073-ZN28-BLG1166",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9657,40.6519],[-73.9657,40.6519],[-73.9658,40.6519],[-73.9658,40.6518],[-73.9657,40.6519]]]]"
"1986","4124060180","4268835","Q",FALSE,"1943","Roy Wilkins Recreation Center-Building","919366","current","Q448","19","41.21","177th Street at Baisley Blvd","QR-03","Q-12","Q448-ZN01A-BLG0398",TRUE,"Active",,,,"MultiPolygon","[[[[-73.7696,40.6876],[-73.7697,40.6875],[-73.7697,40.6875],[-73.7698,40.6875],[-73.7698,40.6874],[-73.7698,40.6874],[-73.7698,40.6874],[-73.7697,40.6873],[-73.7698,40.6873],[-73.7698,40.6872],[-73.7699,40.6872],[-73.7697,40.6871],[-73.7695,40.687],[-73.7696,40.687],[-73.7696,40.687],[-73.7696,40.687],[-73.7697,40.6869],[-73.7696,40.6869],[-73.7695,40.687],[-73.7695,40.687],[-73.7695,40.687],[-73.7695,40.687],[-73.7695,40.687],[-73.7695,40.687],[-73.7695,40.687],[-73.7695,40.6869],[-73.7694,40.6869],[-73.7694,40.6869],[-73.7694,40.6869],[-73.7694,40.6869],[-73.7693,40.6869],[-73.7687,40.6865],[-73.7686,40.6866],[-73.7688,40.6867],[-73.7688,40.6867],[-73.7689,40.6868],[-73.7689,40.6867],[-73.7692,40.6869],[-73.7692,40.6869],[-73.7692,40.687],[-73.7691,40.6871],[-73.7691,40.687],[-73.769,40.687],[-73.7687,40.6868],[-73.7687,40.6867],[-73.7687,40.6867],[-73.7686,40.6868],[-73.7685,40.6867],[-73.7685,40.6868],[-73.7687,40.6869],[-73.7686,40.6869],[-73.7686,40.6869],[-73.7687,40.687],[-73.7687,40.6869],[-73.7687,40.6869],[-73.7688,40.687],[-73.769,40.6871],[-73.7691,40.6871],[-73.769,40.6871],[-73.769,40.6871],[-73.769,40.6872],[-73.769,40.6872],[-73.769,40.6872],[-73.769,40.6872],[-73.769,40.6872],[-73.769,40.6872],[-73.769,40.6872],[-73.7689,40.6872],[-73.7689,40.6872],[-73.7689,40.6872],[-73.7689,40.6872],[-73.7689,40.6872],[-73.7689,40.6872],[-73.769,40.6873],[-73.769,40.6873],[-73.769,40.6872],[-73.769,40.6872],[-73.7694,40.6874],[-73.7695,40.6875],[-73.7695,40.6875],[-73.7696,40.6876]],[[-73.7693,40.687],[-73.7693,40.687],[-73.7694,40.6871],[-73.7694,40.6871],[-73.7694,40.6871],[-73.7694,40.6871],[-73.7694,40.6871],[-73.7693,40.6872],[-73.7692,40.6872],[-73.7693,40.6872],[-73.7692,40.6872],[-73.7691,40.6871],[-73.7691,40.6871],[-73.7692,40.687],[-73.7693,40.687],[-73.7693,40.687]]]]"
,"3020880001","3388341","B",TRUE,"1950","Visitors Center at Fort Greene Park","630917","current","B032","97","28.6","Visitors Center at Fort Greene Park","B032_temp","B-02","B032-ZN01-BLG1013",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9747,40.6923],[-73.9748,40.6922],[-73.9748,40.6922],[-73.9748,40.6922],[-73.9747,40.6921],[-73.9746,40.6922],[-73.9747,40.6922],[-73.9746,40.6923],[-73.9747,40.6923],[-73.9747,40.6923],[-73.9747,40.6923]]]]"
,"5038680001","5107571","R",FALSE,,"Midland Beach Lot 8 Modular Public Restroom - Women's",,,"R046",,,"Fr Capodanno Blvd. at Hunter Avenue","R046-ZN05","R-02","R046-ZN05-BLG7572",FALSE,"Inactive",,,,"MultiPolygon","[[[[-74.086,40.5725],[-74.0861,40.5724],[-74.086,40.5724],[-74.0859,40.5724],[-74.0859,40.5724],[-74.0858,40.5725],[-74.0859,40.5725],[-74.0859,40.5725],[-74.086,40.5725]]]]"
,"1021490525","1089166","M",TRUE,"1954","Wallenberg Playground Public Restroom","148253","current","M037","197","19","W. 189th St. & Amsterdam Ave.","M037-04","M-12A","M037-04-BLG1550",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9271,40.8528],[-73.9271,40.8528],[-73.9271,40.8528],[-73.9271,40.8529],[-73.9272,40.8529],[-73.9272,40.8528],[-73.9272,40.8528],[-73.9272,40.8528],[-73.9272,40.8528],[-73.9272,40.8527],[-73.9272,40.8527],[-73.9272,40.8528],[-73.9271,40.8528],[-73.9271,40.8528],[-73.9271,40.8528]]]]"
,"1021060001","1090093","M",TRUE,"1934","Quisqueya Playground Public Restroom","1269520","current","M037","159","17.7991619","W. 180th St. & Amsterdam Ave.","M037-03","M-12A","M037-03-BLG1549",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9311,40.8472],[-73.9312,40.8473],[-73.9312,40.8472],[-73.9312,40.8472],[-73.9311,40.8472]]]]"
,"1021060001","1088667","M",FALSE,"1936","Highbridge Park-Pool Filter Plant","1294699","current","M037","195","35.50060263","North side of Pool Deck","M037-ZN03","M-12A","M037-BLG1547",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9337,40.843],[-73.9334,40.8429],[-73.9328,40.8426],[-73.9327,40.8427],[-73.9337,40.8431],[-73.9337,40.843]]]]"
,"1021060001","1089162","M",FALSE,"1872","Highbridge Park - Zone 2-Water Tower","701298","current","M037","201","157","East End of Bleachers","M037-ZN02","M-12A","M037-ZN02-BLG1548",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9326,40.8426],[-73.9326,40.8426],[-73.9326,40.8426],[-73.9326,40.8426],[-73.9326,40.8426],[-73.9327,40.8426],[-73.9327,40.8425],[-73.9327,40.8425],[-73.9327,40.8425],[-73.9326,40.8425],[-73.9326,40.8425],[-73.9326,40.8425],[-73.9326,40.8426]]]]"
,"2031550001","2118310","X",FALSE,"1812","Edgar Allen Poe Cottage","498566","current","X040","136","22","GRAND CONCRS 2 KINGSBRIDGE RD BRONX, NY","X040","X-07","X040-BLG0852",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8941,40.8655],[-73.8942,40.8655],[-73.8942,40.8655],[-73.8942,40.8655],[-73.8943,40.8655],[-73.8943,40.8656],[-73.8943,40.8655],[-73.8943,40.8655],[-73.8943,40.8655],[-73.8943,40.8655],[-73.8943,40.8655],[-73.8942,40.8655],[-73.8942,40.8655],[-73.8942,40.8655],[-73.8942,40.8655],[-73.8942,40.8655],[-73.8942,40.8655],[-73.8941,40.8655],[-73.8941,40.8655]]]]"
,"3038890001","3400446","Q",FALSE,,"Highland Park-Community Garden Building","1281881","current","B047","57","13",,"Q020-ZN04","Q-05A","Q020-01-BLG0099",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8879,40.6828],[-73.8879,40.6828],[-73.8878,40.6829],[-73.8878,40.6829],[-73.8879,40.6828]]]]"
,"3061400001","3340027","B",TRUE,"1928","96th Street Entrance Public Restroom","444886","current","B082","13","20.9","Shore Road & 95th Street","B082-ZN05","B-10","B082-ZN05-BLG1107",FALSE,"Active",,,,"MultiPolygon","[[[[-74.0393,40.6163],[-74.0394,40.6163],[-74.0394,40.6163],[-74.0395,40.6162],[-74.0396,40.6162],[-74.0396,40.6162],[-74.0397,40.6162],[-74.0396,40.6161],[-74.0396,40.6161],[-74.0396,40.6161],[-74.0395,40.6161],[-74.0394,40.6162],[-74.0394,40.6162],[-74.0393,40.6162],[-74.0393,40.6163]]]]"
,"3061400001","3397289","B",TRUE,"1928","4th Avenue Entrance Public Restroom","406606","current","B082","38","23.01132591","Shore Road between 3rd Ave. & 4th Ave.","B082-ZN04","B-10","B082-ZN04-BLG1106",FALSE,"Active",,,,"MultiPolygon","[[[[-74.0356,40.612],[-74.0356,40.612],[-74.0357,40.6121],[-74.0357,40.612],[-74.0358,40.612],[-74.0358,40.612],[-74.0357,40.6119],[-74.0356,40.612]]]]"
,"3064900024","3340691","B",FALSE,"1900","Bensonhurst Park-Tennis Building","921467","current","B007","10","21","Bay Parkway and Shore Parkway","B007","B-11","B007-BLG1118",FALSE,"Active",,,,"MultiPolygon","[[[[-74.0016,40.5949],[-74.0013,40.5952],[-74.0013,40.5952],[-74.0014,40.5953],[-74.0014,40.5953],[-74.0017,40.5949],[-74.0017,40.5949],[-74.0016,40.5949],[-74.0016,40.5949],[-74.0016,40.5949]]]]"
,"3064900024","3423964","B",FALSE,,"Bensonhurst Park-Building","1272109","current","B007","13","12.0493657",,"B007","B-11","B007-BLG1119",FALSE,"Active",,,,"MultiPolygon","[[[[-74.001,40.5957],[-74.001,40.5958],[-74.0011,40.5957],[-74.001,40.5957],[-74.001,40.5957],[-74.001,40.5957],[-74.001,40.5957]]]]"
"1982","1005820050","1088894","M",FALSE,"1908","Tony Dapolito Recreation Center-Building","137144","current","M103","14","56","1 Clarkson Street, New York, NY 10014","MR-12","M-02","M103-BLG0644",TRUE,"Active",,,,"MultiPolygon","[[[[-74.0052,40.7298],[-74.0052,40.7298],[-74.0054,40.7298],[-74.0054,40.7298],[-74.0054,40.7298],[-74.0054,40.7297],[-74.0054,40.7297],[-74.0055,40.7297],[-74.0055,40.7298],[-74.0055,40.7298],[-74.0055,40.7298],[-74.0055,40.7298],[-74.0055,40.7297],[-74.0056,40.7297],[-74.0056,40.7297],[-74.0056,40.7297],[-74.0056,40.7296],[-74.0056,40.7295],[-74.0056,40.7295],[-74.0053,40.7295],[-74.0053,40.7295],[-74.0052,40.7298],[-74.0052,40.7298]]]]"
"1984","2029410001","2114529","X",TRUE,"1936","Crotona Park Pool House","277920","current","X010","82","23","1700 Fulton Avenue","X010_temp1","X-03","X010-ZN09-BLG0785",FALSE,"Active",,,,"MultiPolygon","[[[[-73.898,40.8407],[-73.898,40.8407],[-73.898,40.8407],[-73.8981,40.8407],[-73.8981,40.8407],[-73.8981,40.8407],[-73.8981,40.8406],[-73.8981,40.8406],[-73.8981,40.8406],[-73.8982,40.8405],[-73.8981,40.8405],[-73.8981,40.8405],[-73.8981,40.8405],[-73.8982,40.8405],[-73.8982,40.8405],[-73.8982,40.8405],[-73.8982,40.8404],[-73.8982,40.8404],[-73.8982,40.8404],[-73.8982,40.8404],[-73.8982,40.8404],[-73.8982,40.8404],[-73.8982,40.8404],[-73.8982,40.8404],[-73.8981,40.8404],[-73.8981,40.8404],[-73.8981,40.8404],[-73.8981,40.8404],[-73.8981,40.8404],[-73.8981,40.8404],[-73.8981,40.8405],[-73.8981,40.8405],[-73.8981,40.8405],[-73.8981,40.8405],[-73.8981,40.8405],[-73.898,40.8404],[-73.898,40.8404],[-73.898,40.8404],[-73.8977,40.8404],[-73.8977,40.8403],[-73.8977,40.8403],[-73.8976,40.8403],[-73.8976,40.8403],[-73.8976,40.8403],[-73.8976,40.8403],[-73.8975,40.8403],[-73.8975,40.8403],[-73.8973,40.8405],[-73.8974,40.8405],[-73.8974,40.8406],[-73.8974,40.8406],[-73.8975,40.8406],[-73.8975,40.8406],[-73.8975,40.8406],[-73.8975,40.8406],[-73.8975,40.8406],[-73.8979,40.8407],[-73.8978,40.8407],[-73.8979,40.8407],[-73.8979,40.8407],[-73.898,40.8407]]]]"
,"3085900600","3242368","B",TRUE,"2000","The Salt Marsh Nature Center","1071463","current","B057","10","31","East 33rd Street and Avenue U","B057_temp","B-18","B057-ZN06-BLG1210",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9305,40.6042],[-73.9305,40.6042],[-73.9305,40.6042],[-73.9305,40.6042],[-73.9305,40.6042],[-73.9306,40.6042],[-73.9306,40.6041],[-73.9306,40.6041],[-73.9306,40.6041],[-73.9308,40.604],[-73.9308,40.6039],[-73.9308,40.6039],[-73.9307,40.6039],[-73.9308,40.6039],[-73.9307,40.6039],[-73.9307,40.6039],[-73.9307,40.6038],[-73.9307,40.6038],[-73.9307,40.6038],[-73.9306,40.6038],[-73.9306,40.6038],[-73.9306,40.6038],[-73.9307,40.604],[-73.9305,40.6041],[-73.9304,40.604],[-73.9304,40.604],[-73.9303,40.604],[-73.9303,40.604],[-73.9303,40.604],[-73.9303,40.604],[-73.9304,40.604],[-73.9303,40.6041],[-73.9304,40.6041],[-73.9304,40.6041],[-73.9305,40.6041],[-73.9305,40.6041],[-73.9305,40.6041],[-73.9305,40.6041],[-73.9305,40.6042]]]]"
,"4020180001","4539668","Q",FALSE,"1939","FMCP-Fantasy Forest-Carousel Building","122801","current","Q099","25","26","Fantasy Forest Amusement Park","Q099-ZN18","Q-15","Q099-ZN18-BLG0371",FALSE,"Active",,,,"MultiPolygon","[[[[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7432],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8491,40.7433],[-73.8491,40.7433],[-73.8491,40.7433],[-73.8491,40.7433],[-73.8491,40.7433],[-73.8491,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7433],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8492,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8493,40.7434],[-73.8494,40.7434],[-73.8494,40.7434],[-73.8494,40.7434],[-73.8494,40.7434],[-73.8494,40.7434],[-73.8494,40.7434],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7433],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8494,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432],[-73.8493,40.7432]]]]"
,"3070730101",,"B",FALSE,,"Steeplechase Park - MCU Park",,,"B369",,,"Surf Ave. between W. 16 St. and W. 19 St., Public Beach","B369-01","B-13","B369-01-BLG6190",FALSE,"Active",,,,"MultiPolygon","[[[[-73.9836,40.5749],[-73.9842,40.5749],[-73.9842,40.575],[-73.9843,40.575],[-73.9844,40.575],[-73.9844,40.575],[-73.9844,40.575],[-73.9844,40.575],[-73.9844,40.575],[-73.9845,40.575],[-73.9845,40.575],[-73.9845,40.575],[-73.9845,40.575],[-73.9845,40.575],[-73.9846,40.5749],[-73.9846,40.5749],[-73.9847,40.5749],[-73.9847,40.5749],[-73.985,40.5748],[-73.9849,40.5748],[-73.9848,40.5748],[-73.9848,40.5748],[-73.9848,40.5747],[-73.9849,40.5747],[-73.9848,40.5746],[-73.9848,40.5746],[-73.9848,40.5746],[-73.9848,40.5746],[-73.9848,40.5746],[-73.9848,40.5746],[-73.9848,40.5745],[-73.9848,40.5745],[-73.9848,40.5745],[-73.9848,40.5745],[-73.9848,40.5745],[-73.9848,40.5745],[-73.9845,40.5738],[-73.9843,40.5739],[-73.9846,40.5745],[-73.9846,40.5745],[-73.9846,40.5745],[-73.9846,40.5745],[-73.9846,40.5745],[-73.9846,40.5745],[-73.9846,40.5746],[-73.9846,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5746],[-73.9845,40.5747],[-73.9845,40.5747],[-73.9845,40.5747],[-73.9845,40.5747],[-73.9844,40.5747],[-73.9844,40.5747],[-73.9844,40.5747],[-73.9844,40.5747],[-73.9844,40.5747],[-73.9844,40.5747],[-73.9844,40.5747],[-73.9844,40.5747],[-73.9843,40.5747],[-73.9843,40.5747],[-73.9836,40.5747],[-73.9836,40.5747],[-73.9836,40.5749]]]]"
,"4058400100","4130108","Q",FALSE,"1916","Clearview Park Golf Course-Clubhouse Main","677959","current","Q010","16","34.22",,"Q010","Q-07","Q010-BLG0464",FALSE,"Active",,,,"MultiPolygon","[[[[-73.7893,40.7867],[-73.7894,40.7867],[-73.7894,40.7866],[-73.7894,40.7866],[-73.7894,40.7866],[-73.7894,40.7867],[-73.7895,40.7866],[-73.7895,40.7866],[-73.7896,40.7866],[-73.7896,40.7866],[-73.7896,40.7866],[-73.7896,40.7866],[-73.7896,40.7866],[-73.7897,40.7866],[-73.7897,40.7865],[-73.7897,40.7865],[-73.7896,40.7865],[-73.7896,40.7865],[-73.7895,40.7865],[-73.7895,40.7865],[-73.7893,40.7865],[-73.7893,40.7865],[-73.7893,40.7865],[-73.7893,40.7866],[-73.7892,40.7866],[-73.7892,40.7866],[-73.7892,40.7867],[-73.7893,40.7866],[-73.7893,40.7867]]]]"
