"trackerid","fmsid","title","summary","currentphase","designpercentcomplete","procurementpercentcomplete","constructionpercentcomplete","designstart","designprojectedcompletion","designadjustedcompletion","designactualcompletion","procurementstart","procurementprojectedcompletion","totalfunding","projectliaison","lastupdated","fundingsource","name","parkid","latitude","longitude","borough","procurementactualcompletion","constructionstart","constructionprojectedcom","constructionadjustedcompletion","constructionactualcompletion","procurementadjustedcompletion"
"7053","846 P-1CPIP52","Playground 52 Reconstruction","This project will reconstruct the play equipment, safety surface, spray shower, fence and landscaping at Playground 52.","completed","100.0","100.0","100.0","2014-12-01T00:00:00.000","2015-12-01T00:00:00.000",,"2015-12-01T00:00:00.000","2015-12-01T00:00:00.000","2016-09-01T00:00:00.000","$4,017,000","Katerine Borrome","2026-09-16T00:00:00.000","Mayoral","Kelly Street Between Avenue Saint John and Leggett Street","X179","40.815413","-73.901113","Bronx","2017-01-01T00:00:00.000","2017-03-01T00:00:00.000","2018-03-01T00:00:00.000",,"2018-03-01T00:00:00.000","2017-02-01T00:00:00.000"
"9237","846 P-410ALST","Al Stabile Playground Reconstruction","This project will reconstruct Al Stabile Playground.","completed","100.0","100.0","100.0","2019-03-01T00:00:00.000","2020-03-01T00:00:00.000",,"2020-03-01T00:00:00.000","2020-03-01T00:00:00.000","2020-12-01T00:00:00.000","$1,241,000","Meira Berkower","2026-09-16T00:00:00.000","City Council","Centreville Street between 133rd Avenue and 103rd Street","Q285","40.677304","-73.835419","Queens","2022-03-01T00:00:00.000","2022-08-01T00:00:00.000","2023-07-01T00:00:00.000",,"2023-07-01T00:00:00.000","2022-04-01T00:00:00.000"
"9288","846 P-212ALBE","Albemarle Playground Synthetic Turf Field and Basketball Court Reconstruction","This project will reconstruct the synthetic turf field, basketball court, and drainage systems in Albemarle Playground.","completed","100.0","100.0","100.0","2018-09-01T00:00:00.000","2019-09-01T00:00:00.000",,"2019-10-01T00:00:00.000","2019-10-01T00:00:00.000","2020-07-01T00:00:00.000","$600,000","James Morris","2026-09-16T00:00:00.000","Borough President, City Council","Dahill Road and 12th Avenue","B297","40.645977245544","-73.980714229383","Brooklyn","2022-01-01T00:00:00.000","2022-03-01T00:00:00.000","2023-03-01T00:00:00.000",,"2022-11-01T00:00:00.000","2022-02-01T00:00:00.000"
"9857","846 P-309AHAM","Alexander Hamilton Playground Basketball Court Reconstruction","This project will reconstruct the basketball court at Alexander Hamilton Playground.","completed","100.0","100.0","100.0","2021-02-01T00:00:00.000","2022-02-01T00:00:00.000","2022-11-01T00:00:00.000","2023-02-01T00:00:00.000","2023-02-01T00:00:00.000","2023-10-01T00:00:00.000","$1,355,000","Steve Simon","2026-09-16T00:00:00.000","Borough President, City Council","Hamilton Place between West 140th Street and West 141st Street","M041","40.823125","-73.951123","Manhattan","2024-06-01T00:00:00.000","2024-09-01T00:00:00.000","2025-09-01T00:00:00.000",,"2025-09-01T00:00:00.000","2024-07-01T00:00:00.000"
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","Hamilton Place, West 140 to West 141 Streets","M041","40.82296","-73.951092","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","East 54 Street between 1 Avenue and 2 Avenue","M130","40.756565","-73.965053","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","FDR Drive, East 106 to East 107 Streets","M258","40.789188","-73.937897","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","Park Drive Including Cafe Lawn, Corbin Circle, Cloisters Lawn, Parking Lots","M029","40.860837","-73.932774","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","West 134 Street, Lenox Terrace Place","M131","40.812828","-73.939319","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","West 135 Street between Lenox Terrace Place and 5 Avenues","M217","40.813694","-73.9387","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","West 117 Street & Morningside Avenue","M056","40.806804","-73.957851","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","1st Avenue to FDR Drive, East 111 to East 114 Streets","M047","40.793645","-73.936764","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"2814","846 P-3ROOF9A","Manhattan Roofing Systems Reconstruction (MG-709M)","This project will reconstruct roofs at various facilities in Manhattan.","completed","100.0","100.0","100.0","2008-09-01T00:00:00.000",,,"2009-03-01T00:00:00.000","2009-03-01T00:00:00.000","2009-12-01T00:00:00.000","$3,043,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","City CouncilMayoral","West 156 Street & St. Nicholas Avenue","M234","40.831673","-73.941749","Manhattan","2009-12-01T00:00:00.000","2010-01-01T00:00:00.000","2013-01-01T00:00:00.000","2015-08-01T00:00:00.000","2015-08-01T00:00:00.000",
"1317111","846 P-303ASRC","Alfred E. Smith Recreation Center Fitness Room Reconstruction","This project will reconstruct the fitness room in Alfred E. Smith Recreation Center.","completed","100.0","100.0","100.0","2022-01-01T00:00:00.000","2022-09-01T00:00:00.000",,"2022-01-01T00:00:00.000","2022-01-01T00:00:00.000","2022-06-01T00:00:00.000","$571,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral",,"M194","40.710378","-73.997636","Manhattan","2022-06-01T00:00:00.000","2023-09-01T00:00:00.000","2024-02-01T00:00:00.000",,"2023-12-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","80 Catherine Street","M194","40.710362","-73.997852","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Astoria Park South, 21 Street, Hoyt Avenue, Ditmars Boulevard, East River","Q004","40.779262","-73.922461","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","5th Avenue - Central Park West, 59-110 Streets","M010","40.796489","-73.954551","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Fulton Avenue, Crotona Park North, South, East","X010","40.839463","-73.897933","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Grand Central Parkway, Van Wyck Expressway","Q099","40.751776","-73.837508","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Myrtle Avenue, Union Turnpike, Park Lane South","Q015","40.700888","-73.858331","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","128 Pitt Street","M033","40.719554","-73.981065","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","West 134 Street, Lenox Terrace Place","M131","40.812734","-73.939297","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Paul Ave. - Goulden Ave. bet Bedford Par","X136","40.876077","-73.892065","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","West 155th & Dyckman Streets, Edgecombe & Amsterdam Avenues","M037","40.842289","-73.932573","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","85 Bradhurst Avenue","M014","40.824411","-73.942391","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Marcy Av & Kosciuszko St, Dekalb & Nostrand","B351","40.691196","-73.949263","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Queens Boulevard between 62 Avenue & 62 Road","Q401","40.73189","-73.865466","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Murray Hulbert Avenue between Victory Boulevard and Hannah Street","R043","40.63738","-74.074708","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Prospect Park West, Flatbush, Parkside, Ocean Avenues","B073","40.661616","-73.972619","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
"5053","846 P-6POL11A","Citywide Electrical Systems Reconstruction (CNYG-1611MA)","This project will reconstruct deteriorated electrical systems at parks and recreation pool facilities citywide.","completed","100.0","100.0","100.0","2008-10-01T00:00:00.000",,,"2011-12-01T00:00:00.000","2011-12-01T00:00:00.000","2012-09-01T00:00:00.000","$2,626,000","Cristin Leoutsakos","2026-09-16T00:00:00.000","Mayoral","Otsego, Bay, Hicks, Lorraine, Court, Halleck Streets","B126","40.672703","-74.003881","Manhattan, Queens, BronxBrooklyn, Staten Island","2012-10-01T00:00:00.000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000","2017-07-01T00:00:00.000","2017-07-01T00:00:00.000",
